episode,predator_reward,prey_reward,capture_rate,predator_elo,prey_elo,policy_loss,value_loss,entropy
0,0.47,-0.47,1.0,1016.0,984.0,0.0,0.0,0.0
1,1.0,-1.0,1.0,1030.53,969.47,0.0,0.0,0.0
2,0.62,-0.62,1.0,1043.75,956.25,0.0,0.0,0.0
3,0.99,-0.99,1.0,1055.8,944.2,0.0,0.0,0.0
4,-0.82,0.82,1.0,1066.83,933.17,0.0,0.0,0.0
5,0.51,-0.51,1.0,1076.96,923.04,0.0,0.0,0.0
6,-0.01,0.01,1.0,1086.3,913.7,0.0,0.0,0.0
7,0.99,-0.99,1.0,1094.95,905.05,0.0,0.0,0.0
8,-2.0,2.0,0.8889,1086.98,913.02,0.0,0.0,0.0
9,0.1,-0.1,0.9,1095.58,904.42,0.0,0.0,0.0
10,0.94,-0.94,0.9091,1103.57,896.43,0.0,0.0,0.0
11,-0.94,0.94,0.9167,1111.02,888.98,0.0,0.0,0.0
12,-0.38,0.38,0.9231,1117.99,882.01,0.0,0.0,0.0
13,-2.0,2.0,0.8571,1108.54,891.46,0.0,0.0,0.0
14,-0.08,0.08,0.8667,1115.66,884.34,0.0,0.0,0.0
15,-0.17,0.17,0.875,1122.35,877.65,0.0,0.0,0.0
16,-2.0,2.0,0.8235,1112.64,887.36,0.0,0.0,0.0
17,0.28,-0.28,0.8333,1119.51,880.49,0.0,0.0,0.0
18,0.5,-0.5,0.8421,1125.96,874.04,0.0,0.0,0.0
19,-0.43,0.43,0.85,1132.04,867.96,0.0,0.0,0.0
20,-0.55,0.55,0.85,1137.78,862.22,-0.003588,0.058632,1.605878
21,-2.0,2.0,0.8,1127.22,872.78,-0.003588,0.058632,1.605878
22,-2.0,2.0,0.75,1117.23,882.77,-0.003588,0.058632,1.605878
23,0.73,-0.73,0.75,1123.82,876.18,-0.003588,0.058632,1.605878
24,0.23,-0.23,0.75,1130.02,869.98,-0.003588,0.058632,1.605878
25,0.96,-0.96,0.75,1135.87,864.13,-0.003588,0.058632,1.605878
26,-0.86,0.86,0.75,1141.41,858.59,-0.003588,0.058632,1.605878
27,-2.0,2.0,0.7,1130.66,869.34,-0.003588,0.058632,1.605878
28,-0.08,0.08,0.75,1136.48,863.52,-0.003588,0.058632,1.605878
29,0.98,-0.98,0.75,1141.98,858.02,-0.003588,0.058632,1.605878
30,0.83,-0.83,0.75,1147.2,852.8,-0.003588,0.058632,1.605878
31,-2.0,2.0,0.7,1136.17,863.83,-0.003588,0.058632,1.605878
32,-2.0,2.0,0.65,1125.69,874.31,-0.003588,0.058632,1.605878
33,0.11,-0.11,0.7,1131.78,868.22,-0.003588,0.058632,1.605878
34,-0.76,0.76,0.7,1137.54,862.46,-0.003588,0.058632,1.605878
35,0.02,-0.02,0.7,1142.99,857.01,-0.003588,0.058632,1.605878
36,0.95,-0.95,0.75,1148.16,851.84,-0.003588,0.058632,1.605878
37,-2.0,2.0,0.7,1137.08,862.92,-0.00349,0.048413,1.604416
38,1.0,-1.0,0.7,1142.55,857.45,-0.00349,0.048413,1.604416
39,0.15,-0.15,0.7,1147.75,852.25,-0.00349,0.048413,1.604416
40,-2.0,2.0,0.65,1136.69,863.31,-0.00349,0.048413,1.604416
41,-2.0,2.0,0.65,1126.18,873.82,-0.00349,0.048413,1.604416
42,0.51,-0.51,0.7,1132.25,867.75,-0.00349,0.048413,1.604416
43,-2.0,2.0,0.65,1121.98,878.02,-0.00349,0.048413,1.604416
44,-2.0,2.0,0.6,1112.29,887.71,-0.00349,0.048413,1.604416
45,-0.2,0.2,0.6,1119.18,880.82,-0.00349,0.048413,1.604416
46,0.97,-0.97,0.6,1125.65,874.35,-0.00349,0.048413,1.604416
47,-2.0,2.0,0.6,1115.75,884.25,-0.00349,0.048413,1.604416
48,-0.18,0.18,0.6,1122.43,877.57,-0.00349,0.048413,1.604416
49,-2.0,2.0,0.55,1112.71,887.29,-0.00349,0.048413,1.604416
50,0.95,-0.95,0.55,1119.58,880.42,-0.00349,0.048413,1.604416
51,0.81,-0.81,0.6,1126.03,873.97,-0.00349,0.048413,1.604416
52,0.93,-0.93,0.65,1132.1,867.9,-0.00349,0.048413,1.604416
53,-0.59,0.59,0.65,1137.84,862.16,-0.00349,0.048413,1.604416
54,-0.14,0.14,0.65,1143.27,856.73,-0.00349,0.048413,1.604416
55,-0.35,0.35,0.65,1148.43,851.57,-0.00349,0.048413,1.604416
56,0.73,-0.73,0.65,1153.34,846.66,-0.005918,0.054178,1.598684
57,0.99,-0.99,0.7,1158.01,841.99,-0.005918,0.054178,1.598684
58,-0.99,0.99,0.7,1162.48,837.52,-0.005918,0.054178,1.598684
59,-2.0,2.0,0.65,1150.75,849.25,-0.005918,0.054178,1.598684
60,0.46,-0.46,0.7,1155.55,844.45,-0.005918,0.054178,1.598684
61,-0.97,0.97,0.75,1160.12,839.88,-0.005918,0.054178,1.598684
62,-2.0,2.0,0.7,1148.49,851.51,-0.005918,0.054178,1.598684
63,0.42,-0.42,0.75,1153.4,846.6,-0.005918,0.054178,1.598684
64,-0.25,0.25,0.8,1158.07,841.93,-0.005918,0.054178,1.598684
65,-2.0,2.0,0.75,1146.53,853.47,-0.005918,0.054178,1.598684
66,0.04,-0.04,0.75,1151.53,848.47,-0.005918,0.054178,1.598684
67,0.39,-0.39,0.8,1156.29,843.71,-0.005918,0.054178,1.598684
68,0.95,-0.95,0.8,1160.83,839.17,-0.005918,0.054178,1.598684
69,0.75,-0.75,0.85,1165.17,834.83,-0.005918,0.054178,1.598684
70,-0.09,0.09,0.85,1169.33,830.67,-0.005918,0.054178,1.598684
71,-2.0,2.0,0.8,1157.32,842.68,-0.005918,0.054178,1.598684
72,0.9,-0.9,0.8,1161.81,838.19,-0.005918,0.054178,1.598684
73,-0.6,0.6,0.8,1166.11,833.89,-0.005918,0.054178,1.598684
74,0.11,-0.11,0.8,1170.23,829.77,-0.005918,0.054178,1.598684
75,-2.0,2.0,0.75,1158.18,841.82,-0.006188,0.07573,1.574967
76,-0.46,0.46,0.75,1162.64,837.36,-0.006188,0.07573,1.574967
77,0.72,-0.72,0.75,1166.9,833.1,-0.006188,0.07573,1.574967
78,0.59,-0.59,0.75,1170.99,829.01,-0.006188,0.07573,1.574967
79,0.94,-0.94,0.8,1174.91,825.09,-0.006188,0.07573,1.574967
80,0.5,-0.5,0.8,1178.68,821.32,-0.006188,0.07573,1.574967
81,0.52,-0.52,0.8,1182.31,817.69,-0.006188,0.07573,1.574967
82,0.61,-0.61,0.85,1185.8,814.2,-0.006188,0.07573,1.574967
83,0.44,-0.44,0.85,1189.17,810.83,-0.006188,0.07573,1.574967
84,0.08,-0.08,0.85,1192.43,807.57,-0.006188,0.07573,1.574967
85,0.57,-0.57,0.9,1195.58,804.42,-0.006188,0.07573,1.574967
86,-2.0,2.0,0.85,1182.62,817.38,-0.006188,0.07573,1.574967
87,0.88,-0.88,0.85,1186.11,813.89,-0.006188,0.07573,1.574967
88,-2.0,2.0,0.8,1173.47,826.53,-0.006188,0.07573,1.574967
89,0.93,-0.93,0.8,1177.29,822.71,-0.006188,0.07573,1.574967
90,0.32,-0.32,0.8,1180.97,819.03,-0.006188,0.07573,1.574967
91,-0.21,0.21,0.85,1184.51,815.49,-0.006188,0.07573,1.574967
92,-0.87,0.87,0.85,1187.93,812.07,-0.006188,0.07573,1.574967
93,-0.11,0.11,0.85,1191.23,808.77,-0.006188,0.07573,1.574967
94,0.19,-0.19,0.85,1194.41,805.59,-0.006188,0.07573,1.574967
95,-0.49,0.49,0.9,1197.5,802.5,-0.006188,0.07573,1.574967
96,1.0,-1.0,0.9,1200.48,799.52,-0.006188,0.07573,1.574967
97,-0.1,0.1,0.9,1203.38,796.62,-0.006188,0.07573,1.574967
98,-0.03,0.03,0.9,1206.19,793.81,-0.007876,0.092788,1.550327
99,-0.13,0.13,0.9,1208.91,791.09,-0.007876,0.092788,1.550327
100,0.67,-0.67,0.9,1211.56,788.44,-0.007876,0.092788,1.550327
101,-2.0,2.0,0.85,1198.14,801.86,-0.007876,0.092788,1.550327
102,-2.0,2.0,0.8,1185.1,814.9,-0.007876,0.092788,1.550327
103,0.14,-0.14,0.8,1188.5,811.5,-0.007876,0.092788,1.550327
104,0.09,-0.09,0.8,1191.78,808.22,-0.007876,0.092788,1.550327
105,0.77,-0.77,0.8,1194.95,805.05,-0.007876,0.092788,1.550327
106,-2.0,2.0,0.8,1182.01,817.99,-0.007876,0.092788,1.550327
107,-0.3,0.3,0.8,1185.52,814.48,-0.007876,0.092788,1.550327
108,0.75,-0.75,0.85,1188.9,811.1,-0.007876,0.092788,1.550327
109,-2.0,2.0,0.8,1176.17,823.83,-0.007876,0.092788,1.550327
110,0.59,-0.59,0.8,1179.89,820.11,-0.007876,0.092788,1.550327
111,0.12,-0.12,0.8,1183.47,816.53,-0.007876,0.092788,1.550327
112,-2.0,2.0,0.75,1170.92,829.08,-0.007876,0.092788,1.550327
113,-2.0,2.0,0.7,1158.85,841.15,-0.007876,0.092788,1.550327
114,-0.01,0.01,0.7,1163.27,836.73,-0.007876,0.092788,1.550327
115,-0.74,0.74,0.7,1167.51,832.49,-0.011177,0.058449,1.534747
116,-0.79,0.79,0.7,1171.57,828.43,-0.011177,0.058449,1.534747
117,-0.58,0.58,0.7,1175.47,824.53,-0.011177,0.058449,1.534747
118,-2.0,2.0,0.65,1163.22,836.78,-0.011177,0.058449,1.534747
119,-0.6,0.6,0.65,1167.46,832.54,-0.011177,0.058449,1.534747
120,0.61,-0.61,0.65,1171.52,828.48,-0.011177,0.058449,1.534747
121,-0.04,0.04,0.7,1175.42,824.58,-0.011177,0.058449,1.534747
122,-0.69,0.69,0.75,1179.17,820.83,-0.011177,0.058449,1.534747
123,-0.94,0.94,0.75,1182.78,817.22,-0.011177,0.058449,1.534747
124,0.61,-0.61,0.75,1186.26,813.74,-0.011177,0.058449,1.534747
125,0.85,-0.85,0.75,1189.61,810.39,-0.011177,0.058449,1.534747
126,0.96,-0.96,0.8,1192.85,807.15,-0.011177,0.058449,1.534747
127,0.62,-0.62,0.8,1195.99,804.01,-0.011177,0.058449,1.534747
128,0.15,-0.15,0.8,1199.02,800.98,-0.011177,0.058449,1.534747
129,-0.08,0.08,0.85,1201.96,798.04,-0.011177,0.058449,1.534747
130,0.58,-0.58,0.85,1204.81,795.19,-0.011177,0.058449,1.534747
131,0.1,-0.1,0.85,1207.58,792.42,-0.011177,0.058449,1.534747
132,-2.0,2.0,0.85,1194.26,805.74,-0.011177,0.058449,1.534747
133,-0.2,0.2,0.9,1197.35,802.65,-0.009943,0.078506,1.49046
134,-0.51,0.51,0.9,1200.34,799.66,-0.009943,0.078506,1.49046
135,0.44,-0.44,0.9,1203.24,796.76,-0.009943,0.078506,1.49046
136,0.24,-0.24,0.9,1206.05,793.95,-0.009943,0.078506,1.49046
137,0.54,-0.54,0.9,1208.78,791.22,-0.009943,0.078506,1.49046
138,0.98,-0.98,0.95,1211.43,788.57,-0.009943,0.078506,1.49046
139,0.76,-0.76,0.95,1214.01,785.99,-0.009943,0.078506,1.49046
140,-0.05,0.05,0.95,1216.52,783.48,-0.009943,0.078506,1.49046
141,0.18,-0.18,0.95,1218.97,781.03,-0.009943,0.078506,1.49046
142,0.84,-0.84,0.95,1221.35,778.65,-0.009943,0.078506,1.49046
143,0.84,-0.84,0.95,1223.67,776.33,-0.009943,0.078506,1.49046
144,-0.67,0.67,0.95,1225.93,774.07,-0.009943,0.078506,1.49046
145,0.13,-0.13,0.95,1228.14,771.86,-0.009943,0.078506,1.49046
146,0.28,-0.28,0.95,1230.3,769.7,-0.009943,0.078506,1.49046
147,0.72,-0.72,0.95,1232.41,767.59,-0.009943,0.078506,1.49046
148,0.75,-0.75,0.95,1234.47,765.53,-0.009943,0.078506,1.49046
149,-0.49,0.49,0.95,1236.49,763.51,-0.009943,0.078506,1.49046
150,0.05,-0.05,0.95,1238.46,761.54,-0.009943,0.078506,1.49046
151,0.1,-0.1,0.95,1240.39,759.61,-0.009943,0.078506,1.49046
152,0.43,-0.43,1.0,1242.28,757.72,-0.009943,0.078506,1.49046
153,0.21,-0.21,1.0,1244.14,755.86,-0.009943,0.078506,1.49046
154,-2.0,2.0,0.95,1229.95,770.05,-0.009943,0.078506,1.49046
155,0.57,-0.57,0.95,1232.07,767.93,-0.009943,0.078506,1.49046
156,-2.0,2.0,0.9,1218.14,781.86,-0.009943,0.078506,1.49046
157,-0.36,0.36,0.9,1220.54,779.46,-0.006146,0.096936,1.490361
158,0.03,-0.03,0.9,1222.88,777.12,-0.006146,0.096936,1.490361
159,0.79,-0.79,0.9,1225.16,774.84,-0.006146,0.096936,1.490361
160,0.98,-0.98,0.9,1227.39,772.61,-0.006146,0.096936,1.490361
161,-0.75,0.75,0.9,1229.57,770.43,-0.006146,0.096936,1.490361
162,0.19,-0.19,0.9,1231.69,768.31,-0.006146,0.096936,1.490361
163,0.92,-0.92,0.9,1233.77,766.23,-0.006146,0.096936,1.490361
164,0.38,-0.38,0.9,1235.8,764.2,-0.006146,0.096936,1.490361
165,0.45,-0.45,0.9,1237.79,762.21,-0.006146,0.096936,1.490361
166,0.41,-0.41,0.9,1239.74,760.26,-0.006146,0.096936,1.490361
167,-2.0,2.0,0.85,1225.64,774.36,-0.006146,0.096936,1.490361
168,0.68,-0.68,0.85,1227.86,772.14,-0.006146,0.096936,1.490361
169,0.77,-0.77,0.85,1230.02,769.98,-0.006146,0.096936,1.490361
170,0.16,-0.16,0.85,1232.14,767.86,-0.006146,0.096936,1.490361
171,-0.34,0.34,0.85,1234.21,765.79,-0.006146,0.096936,1.490361
172,0.05,-0.05,0.85,1236.23,763.77,-0.006146,0.096936,1.490361
173,-0.37,0.37,0.85,1238.21,761.79,-0.006146,0.096936,1.490361
174,0.76,-0.76,0.9,1240.14,759.86,-0.006146,0.096936,1.490361
175,-2.0,2.0,0.85,1226.04,773.96,-0.006146,0.096936,1.490361
176,-2.0,2.0,0.85,1212.25,787.75,-0.006146,0.096936,1.490361
177,0.58,-0.58,0.85,1214.8,785.2,-0.006146,0.096936,1.490361
178,-0.09,0.09,0.85,1217.29,782.71,-0.006146,0.096936,1.490361
179,0.61,-0.61,0.85,1219.72,780.28,-0.006146,0.096936,1.490361
180,0.89,-0.89,0.85,1222.08,777.92,-0.006146,0.096936,1.490361
181,-0.71,0.71,0.85,1224.38,775.62,-0.00705,0.092221,1.462624
182,0.01,-0.01,0.85,1226.63,773.37,-0.00705,0.092221,1.462624
183,0.37,-0.37,0.85,1228.82,771.18,-0.00705,0.092221,1.462624
184,0.58,-0.58,0.85,1230.96,769.04,-0.00705,0.092221,1.462624
185,-2.0,2.0,0.8,1217.06,782.94,-0.00705,0.092221,1.462624
186,0.83,-0.83,0.8,1219.49,780.51,-0.00705,0.092221,1.462624
187,0.22,-0.22,0.85,1221.86,778.14,-0.00705,0.092221,1.462624
188,0.69,-0.69,0.85,1224.16,775.84,-0.00705,0.092221,1.462624
189,-0.16,0.16,0.85,1226.42,773.58,-0.00705,0.092221,1.462624
190,0.7,-0.7,0.85,1228.61,771.39,-0.00705,0.092221,1.462624
191,-0.6,0.6,0.85,1230.76,769.24,-0.00705,0.092221,1.462624
192,-2.0,2.0,0.8,1216.86,783.14,-0.00705,0.092221,1.462624
193,0.14,-0.14,0.8,1219.3,780.7,-0.00705,0.092221,1.462624
194,0.98,-0.98,0.8,1221.67,778.33,-0.00705,0.092221,1.462624
195,-0.92,0.92,0.85,1223.98,776.02,-0.00705,0.092221,1.462624
196,-0.37,0.37,0.9,1226.24,773.76,-0.00705,0.092221,1.462624
197,-0.78,0.78,0.9,1228.44,771.56,-0.00705,0.092221,1.462624
198,0.54,-0.54,0.9,1230.59,769.41,-0.00705,0.092221,1.462624
199,0.97,-0.97,0.9,1232.69,767.31,-0.00705,0.092221,1.462624
200,0.68,-0.68,0.9,1234.75,765.25,-0.00705,0.092221,1.462624
201,0.71,-0.71,0.9,1236.76,763.24,-0.00705,0.092221,1.462624
202,0.74,-0.74,0.9,1238.73,761.27,-0.00705,0.092221,1.462624
203,0.14,-0.14,0.9,1240.65,759.35,-0.00705,0.092221,1.462624
204,-0.24,0.24,0.9,1242.54,757.46,-0.00705,0.092221,1.462624
205,-0.36,0.36,0.95,1244.39,755.61,-0.005286,0.086955,1.482797
206,-2.0,2.0,0.9,1230.2,769.8,-0.005286,0.086955,1.482797
207,0.53,-0.53,0.9,1232.31,767.69,-0.005286,0.086955,1.482797
208,-2.0,2.0,0.85,1218.37,781.63,-0.005286,0.086955,1.482797
209,0.48,-0.48,0.85,1220.77,779.23,-0.005286,0.086955,1.482797
210,0.77,-0.77,0.85,1223.1,776.9,-0.005286,0.086955,1.482797
211,-0.81,0.81,0.85,1225.38,774.62,-0.005286,0.086955,1.482797
212,0.32,-0.32,0.9,1227.6,772.4,-0.005286,0.086955,1.482797
213,0.36,-0.36,0.9,1229.78,770.22,-0.005286,0.086955,1.482797
214,0.39,-0.39,0.9,1231.9,768.1,-0.005286,0.086955,1.482797
215,0.35,-0.35,0.9,1233.97,766.03,-0.005286,0.086955,1.482797
216,0.75,-0.75,0.9,1236.0,764.0,-0.005286,0.086955,1.482797
217,0.39,-0.39,0.9,1237.98,762.02,-0.005286,0.086955,1.482797
218,0.71,-0.71,0.9,1239.92,760.08,-0.005286,0.086955,1.482797
219,0.93,-0.93,0.9,1241.82,758.18,-0.005286,0.086955,1.482797
220,-0.68,0.68,0.9,1243.68,756.32,-0.005286,0.086955,1.482797
221,-2.0,2.0,0.85,1229.51,770.49,-0.005286,0.086955,1.482797
222,0.83,-0.83,0.85,1231.64,768.36,-0.005286,0.086955,1.482797
223,-0.57,0.57,0.85,1233.71,766.29,-0.005286,0.086955,1.482797
224,0.77,-0.77,0.85,1235.75,764.25,-0.005286,0.086955,1.482797
225,0.84,-0.84,0.85,1237.74,762.26,-0.005286,0.086955,1.482797
226,0.85,-0.85,0.9,1239.68,760.32,-0.005286,0.086955,1.482797
227,-0.82,0.82,0.9,1241.59,758.41,-0.005286,0.086955,1.482797
228,0.79,-0.79,0.95,1243.45,756.55,-0.005286,0.086955,1.482797
229,0.38,-0.38,0.95,1245.28,754.72,-0.009596,0.084655,1.494963
230,0.93,-0.93,0.95,1247.08,752.92,-0.009596,0.084655,1.494963
231,0.16,-0.16,0.95,1248.84,751.16,-0.009596,0.084655,1.494963
232,-2.0,2.0,0.9,1234.56,765.44,-0.009596,0.084655,1.494963
233,-0.28,0.28,0.9,1236.58,763.42,-0.009596,0.084655,1.494963
234,0.39,-0.39,0.9,1238.55,761.45,-0.009596,0.084655,1.494963
235,0.97,-0.97,0.9,1240.48,759.52,-0.009596,0.084655,1.494963
236,-2.0,2.0,0.85,1226.37,773.63,-0.009596,0.084655,1.494963
237,-0.75,0.75,0.85,1228.57,771.43,-0.009596,0.084655,1.494963
238,0.91,-0.91,0.85,1230.71,769.29,-0.009596,0.084655,1.494963
239,0.43,-0.43,0.85,1232.81,767.19,-0.009596,0.084655,1.494963
240,0.97,-0.97,0.85,1234.87,765.13,-0.009596,0.084655,1.494963
241,0.72,-0.72,0.9,1236.87,763.13,-0.009596,0.084655,1.494963
242,-0.54,0.54,0.9,1238.84,761.16,-0.009596,0.084655,1.494963
243,0.3,-0.3,0.9,1240.76,759.24,-0.009596,0.084655,1.494963
244,0.24,-0.24,0.9,1242.64,757.36,-0.009596,0.084655,1.494963
245,-2.0,2.0,0.85,1228.49,771.51,-0.009596,0.084655,1.494963
246,1.0,-1.0,0.85,1230.64,769.36,-0.009596,0.084655,1.494963
247,0.77,-0.77,0.85,1232.74,767.26,-0.009596,0.084655,1.494963
248,0.05,-0.05,0.85,1234.8,765.2,-0.009596,0.084655,1.494963
249,0.3,-0.3,0.85,1236.81,763.19,-0.009596,0.084655,1.494963
250,1.0,-1.0,0.85,1238.77,761.23,-0.009596,0.084655,1.494963
251,0.7,-0.7,0.85,1240.7,759.3,-0.009596,0.084655,1.494963
252,0.6,-0.6,0.9,1242.58,757.42,-0.009596,0.084655,1.494963
253,0.07,-0.07,0.9,1244.43,755.57,-0.009596,0.084655,1.494963
254,0.11,-0.11,0.9,1246.24,753.76,-0.009596,0.084655,1.494963
255,0.92,-0.92,0.9,1248.01,751.99,-0.009596,0.084655,1.494963
256,0.29,-0.29,0.95,1249.75,750.25,-0.009596,0.084655,1.494963
257,0.7,-0.7,0.95,1251.46,748.54,-0.009747,0.080676,1.452691
258,0.79,-0.79,0.95,1253.14,746.86,-0.009747,0.080676,1.452691
259,-0.56,0.56,0.95,1254.78,745.22,-0.009747,0.080676,1.452691
260,0.68,-0.68,0.95,1256.4,743.6,-0.009747,0.080676,1.452691
261,0.51,-0.51,0.95,1257.99,742.01,-0.009747,0.080676,1.452691
262,0.86,-0.86,0.95,1259.55,740.45,-0.009747,0.080676,1.452691
263,0.34,-0.34,0.95,1261.09,738.91,-0.009747,0.080676,1.452691
264,0.05,-0.05,0.95,1262.6,737.4,-0.009747,0.080676,1.452691
265,0.42,-0.42,1.0,1264.08,735.92,-0.009747,0.080676,1.452691
266,-0.48,0.48,1.0,1265.54,734.46,-0.009747,0.080676,1.452691
267,0.92,-0.92,1.0,1266.98,733.02,-0.009747,0.080676,1.452691
268,0.88,-0.88,1.0,1268.39,731.61,-0.009747,0.080676,1.452691
269,0.92,-0.92,1.0,1269.78,730.22,-0.009747,0.080676,1.452691
270,0.83,-0.83,1.0,1271.16,728.84,-0.009747,0.080676,1.452691
271,0.49,-0.49,1.0,1272.51,727.49,-0.009747,0.080676,1.452691
272,0.32,-0.32,1.0,1273.84,726.16,-0.009747,0.080676,1.452691
273,0.6,-0.6,1.0,1275.15,724.85,-0.009747,0.080676,1.452691
274,1.0,-1.0,1.0,1276.44,723.56,-0.009747,0.080676,1.452691
275,-0.13,0.13,1.0,1277.72,722.28,-0.009747,0.080676,1.452691
276,0.23,-0.23,1.0,1278.97,721.03,-0.009747,0.080676,1.452691
277,0.76,-0.76,1.0,1280.21,719.79,-0.009747,0.080676,1.452691
278,0.81,-0.81,1.0,1281.43,718.57,-0.009747,0.080676,1.452691
279,0.8,-0.8,1.0,1282.64,717.36,-0.009747,0.080676,1.452691
280,0.87,-0.87,1.0,1283.83,716.17,-0.009747,0.080676,1.452691
281,0.94,-0.94,1.0,1285.0,715.0,-0.009747,0.080676,1.452691
282,0.99,-0.99,1.0,1286.16,713.84,-0.009747,0.080676,1.452691
283,0.79,-0.79,1.0,1287.31,712.69,-0.009747,0.080676,1.452691
284,0.58,-0.58,1.0,1288.44,711.56,-0.009747,0.080676,1.452691
285,-0.2,0.2,1.0,1289.55,710.45,-0.009747,0.080676,1.452691
286,0.16,-0.16,1.0,1290.66,709.34,-0.009747,0.080676,1.452691
287,0.44,-0.44,1.0,1291.74,708.26,-0.009747,0.080676,1.452691
288,0.72,-0.72,1.0,1292.82,707.18,-0.009747,0.080676,1.452691
289,0.78,-0.78,1.0,1293.88,706.12,-0.009747,0.080676,1.452691
290,0.79,-0.79,1.0,1294.93,705.07,-0.009747,0.080676,1.452691
291,0.21,-0.21,1.0,1295.97,704.03,-0.009747,0.080676,1.452691
292,0.1,-0.1,1.0,1297.0,703.0,-0.009747,0.080676,1.452691
293,0.78,-0.78,1.0,1298.01,701.99,-0.009747,0.080676,1.452691
294,0.17,-0.17,1.0,1299.01,700.99,-0.009747,0.080676,1.452691
295,-0.01,0.01,1.0,1300.01,699.99,-0.009747,0.080676,1.452691
296,0.03,-0.03,1.0,1300.99,699.01,-0.011052,0.109327,1.405388
297,0.62,-0.62,1.0,1301.96,698.04,-0.011052,0.109327,1.405388
298,0.62,-0.62,1.0,1302.92,697.08,-0.011052,0.109327,1.405388
299,0.98,-0.98,1.0,1303.87,696.13,-0.011052,0.109327,1.405388
300,0.58,-0.58,1.0,1304.8,695.2,-0.011052,0.109327,1.405388
301,-0.84,0.84,1.0,1305.73,694.27,-0.011052,0.109327,1.405388
302,0.23,-0.23,1.0,1306.65,693.35,-0.011052,0.109327,1.405388
303,0.47,-0.47,1.0,1307.57,692.43,-0.011052,0.109327,1.405388
304,0.35,-0.35,1.0,1308.47,691.53,-0.011052,0.109327,1.405388
305,0.95,-0.95,1.0,1309.36,690.64,-0.011052,0.109327,1.405388
306,0.03,-0.03,1.0,1310.24,689.76,-0.011052,0.109327,1.405388
307,-0.03,0.03,1.0,1311.12,688.88,-0.011052,0.109327,1.405388
308,0.85,-0.85,1.0,1311.98,688.02,-0.011052,0.109327,1.405388
309,0.55,-0.55,1.0,1312.84,687.16,-0.011052,0.109327,1.405388
310,0.77,-0.77,1.0,1313.69,686.31,-0.011052,0.109327,1.405388
311,0.38,-0.38,1.0,1314.53,685.47,-0.011052,0.109327,1.405388
312,-0.71,0.71,1.0,1315.37,684.63,-0.011052,0.109327,1.405388
313,-2.0,2.0,0.95,1300.19,699.81,-0.011052,0.109327,1.405388
314,0.38,-0.38,0.95,1301.17,698.83,-0.011052,0.109327,1.405388
315,0.52,-0.52,0.95,1302.14,697.86,-0.011052,0.109327,1.405388
316,-0.63,0.63,0.95,1303.1,696.9,-0.011052,0.109327,1.405388
317,0.86,-0.86,0.95,1304.04,695.96,-0.011052,0.109327,1.405388
318,-0.32,0.32,0.95,1304.98,695.02,-0.011052,0.109327,1.405388
319,0.81,-0.81,0.95,1305.91,694.09,-0.011052,0.109327,1.405388
320,-0.08,0.08,0.95,1306.83,693.17,-0.011052,0.109327,1.405388
321,0.97,-0.97,0.95,1307.74,692.26,-0.011052,0.109327,1.405388
322,0.02,-0.02,0.95,1308.64,691.36,-0.011052,0.109327,1.405388
323,0.64,-0.64,0.95,1309.53,690.47,-0.011052,0.109327,1.405388
324,0.07,-0.07,0.95,1310.41,689.59,-0.011052,0.109327,1.405388
325,0.22,-0.22,0.95,1311.28,688.72,-0.009539,0.076078,1.378077
326,1.0,-1.0,0.95,1312.15,687.85,-0.009539,0.076078,1.378077
327,-0.1,0.1,0.95,1313.0,687.0,-0.009539,0.076078,1.378077
328,0.24,-0.24,0.95,1313.85,686.15,-0.009539,0.076078,1.378077
329,0.9,-0.9,0.95,1314.69,685.31,-0.009539,0.076078,1.378077
330,0.96,-0.96,0.95,1315.52,684.48,-0.009539,0.076078,1.378077
331,0.74,-0.74,0.95,1316.35,683.65,-0.009539,0.076078,1.378077
332,-0.54,0.54,0.95,1317.17,682.83,-0.009539,0.076078,1.378077
333,0.99,-0.99,1.0,1317.97,682.03,-0.009539,0.076078,1.378077
334,-0.15,0.15,1.0,1318.78,681.22,-0.009539,0.076078,1.378077
335,0.33,-0.33,1.0,1319.57,680.43,-0.009539,0.076078,1.378077
336,0.86,-0.86,1.0,1320.36,679.64,-0.009539,0.076078,1.378077
337,0.29,-0.29,1.0,1321.14,678.86,-0.009539,0.076078,1.378077
338,0.22,-0.22,1.0,1321.91,678.09,-0.009539,0.076078,1.378077
339,-0.34,0.34,1.0,1322.68,677.32,-0.009539,0.076078,1.378077
340,0.6,-0.6,1.0,1323.44,676.56,-0.009539,0.076078,1.378077
341,0.58,-0.58,1.0,1324.2,675.8,-0.009539,0.076078,1.378077
342,0.92,-0.92,1.0,1324.95,675.05,-0.009539,0.076078,1.378077
343,-0.42,0.42,1.0,1325.69,674.31,-0.009539,0.076078,1.378077
344,0.78,-0.78,1.0,1326.42,673.58,-0.009539,0.076078,1.378077
345,0.6,-0.6,1.0,1327.15,672.85,-0.009539,0.076078,1.378077
346,0.96,-0.96,1.0,1327.88,672.12,-0.009539,0.076078,1.378077
347,-2.0,2.0,0.95,1312.59,687.41,-0.009539,0.076078,1.378077
348,0.32,-0.32,0.95,1313.45,686.55,-0.009539,0.076078,1.378077
349,-0.42,0.42,0.95,1314.29,685.71,-0.009539,0.076078,1.378077
