episode,predator_reward,prey_reward,capture_rate,predator_elo,prey_elo,policy_loss,value_loss,entropy
1678,-2.0,2.0,0.1,1026.02,973.98,-0.000805,0.01401,0.26721
1679,-2.0,2.0,0.1,1023.64,976.36,-0.000805,0.01401,0.26721
1680,-2.0,2.0,0.1,1021.48,978.52,-0.000805,0.01401,0.26721
1681,-2.0,2.0,0.1,1019.51,980.49,-0.000805,0.01401,0.26721
1682,-2.0,2.0,0.1,1017.72,982.28,-0.001018,0.03316,0.201678
1683,-2.0,2.0,0.1,1016.09,983.91,-0.001018,0.03316,0.201678
1684,-2.0,2.0,0.1,1014.62,985.38,-0.001018,0.03316,0.201678
1685,-2.0,2.0,0.1,1013.27,986.73,-0.001018,0.03316,0.201678
1686,-2.0,2.0,0.1,1012.05,987.95,-0.001018,0.03316,0.201678
1687,-2.0,2.0,0.1,1010.94,989.06,-0.001018,0.03316,0.201678
1688,-2.0,2.0,0.1,1009.94,990.06,-0.001018,0.03316,0.201678
1689,-2.0,2.0,0.1,1009.02,990.98,-0.001018,0.03316,0.201678
1690,-2.0,2.0,0.1,1008.19,991.81,-0.001018,0.03316,0.201678
1691,-2.0,2.0,0.1,1007.44,992.56,-0.001018,0.03316,0.201678
1692,-2.0,2.0,0.1,1006.75,993.25,-0.002028,0.014572,0.246008
1693,-2.0,2.0,0.1,1006.13,993.87,-0.002028,0.014572,0.246008
1694,-2.0,2.0,0.1,1005.57,994.43,-0.002028,0.014572,0.246008
1695,-2.0,2.0,0.05,1005.06,994.94,-0.002028,0.014572,0.246008
1696,-0.64,0.64,0.05,1020.59,979.41,-0.002028,0.014572,0.246008
1697,-2.0,2.0,0.05,1018.7,981.3,-0.002028,0.014572,0.246008
1698,-2.0,2.0,0.05,1016.99,983.01,-0.002028,0.014572,0.246008
1699,-2.0,2.0,0.05,1015.43,984.57,-0.002028,0.014572,0.246008
1700,-2.0,2.0,0.05,1014.01,985.99,-0.002028,0.014572,0.246008
1701,-2.0,2.0,0.05,1012.72,987.28,-0.002028,0.014572,0.246008
1702,-2.0,2.0,0.05,1011.55,988.45,-0.00065,0.023348,0.139481
1703,-2.0,2.0,0.05,1010.49,989.51,-0.00065,0.023348,0.139481
1704,-2.0,2.0,0.05,1009.53,990.47,-0.00065,0.023348,0.139481
1705,-2.0,2.0,0.05,1008.65,991.35,-0.00065,0.023348,0.139481
1706,-2.0,2.0,0.05,1007.85,992.15,-0.00065,0.023348,0.139481
1707,-2.0,2.0,0.05,1007.13,992.87,-0.00065,0.023348,0.139481
1708,-2.0,2.0,0.05,1006.47,993.53,-0.00065,0.023348,0.139481
1709,-2.0,2.0,0.05,1005.88,994.12,-0.00065,0.023348,0.139481
1710,-2.0,2.0,0.05,1005.34,994.66,-0.00065,0.023348,0.139481
1711,-2.0,2.0,0.05,1004.85,995.15,-0.00065,0.023348,0.139481
1712,-2.0,2.0,0.05,1004.4,995.6,-0.00065,0.023348,0.139481
1713,-2.0,2.0,0.05,1003.99,996.01,-0.000944,0.015377,0.263533
1714,-2.0,2.0,0.05,1003.63,996.37,-0.000944,0.015377,0.263533
1715,-2.0,2.0,0.05,1003.29,996.71,-0.000944,0.015377,0.263533
1716,-2.0,2.0,0.0,1002.99,997.01,-0.000944,0.015377,0.263533
1717,-2.0,2.0,0.0,1002.71,997.29,-0.000944,0.015377,0.263533
1718,-2.0,2.0,0.0,1002.46,997.54,-0.000944,0.015377,0.263533
1719,-2.0,2.0,0.0,1002.24,997.76,-0.000944,0.015377,0.263533
1720,1.0,-1.0,0.05,1018.03,981.97,-0.000944,0.015377,0.263533
1721,-2.0,2.0,0.05,1016.38,983.62,-0.000944,0.015377,0.263533
1722,-2.0,2.0,0.05,1014.87,985.13,-0.000944,0.015377,0.263533
1723,-2.0,2.0,0.05,1013.51,986.49,-0.000944,0.015377,0.263533
1724,-2.0,2.0,0.05,1012.26,987.74,-0.000819,0.016395,0.249844
1725,-2.0,2.0,0.05,1011.14,988.86,-0.000819,0.016395,0.249844
1726,-2.0,2.0,0.05,1010.11,989.89,-0.000819,0.016395,0.249844
1727,-2.0,2.0,0.05,1009.18,990.82,-0.000819,0.016395,0.249844
1728,-2.0,2.0,0.05,1008.34,991.66,-0.000819,0.016395,0.249844
1729,-2.0,2.0,0.05,1007.57,992.43,-0.000819,0.016395,0.249844
1730,-2.0,2.0,0.05,1006.87,993.13,-0.000819,0.016395,0.249844
1731,-2.0,2.0,0.05,1006.24,993.76,-0.000819,0.016395,0.249844
1732,0.16,-0.16,0.1,1021.67,978.33,-0.000819,0.016395,0.249844
1733,-2.0,2.0,0.1,1019.68,980.32,-0.000819,0.016395,0.249844
1734,-2.0,2.0,0.1,1017.88,982.12,-0.000819,0.016395,0.249844
1735,-2.0,2.0,0.1,1016.24,983.76,-0.000741,0.026147,0.396397
1736,-2.0,2.0,0.1,1014.74,985.26,-0.000741,0.026147,0.396397
1737,-2.0,2.0,0.1,1013.39,986.61,-0.000741,0.026147,0.396397
1738,-2.0,2.0,0.1,1012.16,987.84,-0.000741,0.026147,0.396397
1739,-2.0,2.0,0.1,1011.04,988.96,-0.000741,0.026147,0.396397
1740,-2.0,2.0,0.05,1010.03,989.97,-0.000741,0.026147,0.396397
1741,-2.0,2.0,0.05,1009.1,990.9,-0.000741,0.026147,0.396397
1742,-2.0,2.0,0.05,1008.27,991.73,-0.000741,0.026147,0.396397
1743,-2.0,2.0,0.05,1007.5,992.5,-0.000741,0.026147,0.396397
1744,-2.0,2.0,0.05,1006.81,993.19,-0.000741,0.026147,0.396397
1745,-2.0,2.0,0.05,1006.19,993.81,-0.000957,0.014505,0.209505
1746,-2.0,2.0,0.05,1005.62,994.38,-0.000957,0.014505,0.209505
1747,-2.0,2.0,0.05,1005.1,994.9,-0.000957,0.014505,0.209505
1748,-2.0,2.0,0.05,1004.63,995.37,-0.000957,0.014505,0.209505
1749,-2.0,2.0,0.05,1004.2,995.8,-0.000957,0.014505,0.209505
1750,-2.0,2.0,0.05,1003.82,996.18,-0.000957,0.014505,0.209505
1751,-2.0,2.0,0.05,1003.47,996.53,-0.000957,0.014505,0.209505
1752,-2.0,2.0,0.0,1003.15,996.85,-0.000957,0.014505,0.209505
1753,-2.0,2.0,0.0,1002.86,997.14,-0.000957,0.014505,0.209505
1754,-2.0,2.0,0.0,1002.59,997.41,-0.000957,0.014505,0.209505
1755,-2.0,2.0,0.0,1002.35,997.65,-0.000693,0.014774,0.140014
1756,-2.0,2.0,0.0,1002.14,997.86,-0.000693,0.014774,0.140014
1757,-2.0,2.0,0.0,1001.94,998.06,-0.000693,0.014774,0.140014
1758,-2.0,2.0,0.0,1001.76,998.24,-0.000693,0.014774,0.140014
1759,-2.0,2.0,0.0,1001.6,998.4,-0.000693,0.014774,0.140014
1760,-2.0,2.0,0.0,1001.45,998.55,-0.000693,0.014774,0.140014
1761,-2.0,2.0,0.0,1001.32,998.68,-0.000693,0.014774,0.140014
1762,-2.0,2.0,0.0,1001.2,998.8,-0.000693,0.014774,0.140014
1763,-2.0,2.0,0.0,1001.09,998.91,-0.000693,0.014774,0.140014
1764,-2.0,2.0,0.0,1000.99,999.01,-0.000693,0.014774,0.140014
1765,-2.0,2.0,0.0,1000.9,999.1,-0.000948,0.014527,0.203141
1766,-2.0,2.0,0.0,1000.81,999.19,-0.000948,0.014527,0.203141
1767,-2.0,2.0,0.0,1000.74,999.26,-0.000948,0.014527,0.203141
1768,-2.0,2.0,0.0,1000.67,999.33,-0.000948,0.014527,0.203141
1769,-2.0,2.0,0.0,1000.61,999.39,-0.000948,0.014527,0.203141
1770,-2.0,2.0,0.0,1000.55,999.45,-0.000948,0.014527,0.203141
1771,-2.0,2.0,0.0,1000.5,999.5,-0.000948,0.014527,0.203141
1772,-2.0,2.0,0.0,1000.46,999.54,-0.000948,0.014527,0.203141
1773,-2.0,2.0,0.0,1000.41,999.59,-0.000948,0.014527,0.203141
1774,-2.0,2.0,0.0,1000.38,999.62,-0.000948,0.014527,0.203141
1775,-0.47,0.47,0.05,1016.34,983.66,-0.000948,0.014527,0.203141
1776,-2.0,2.0,0.05,1014.84,985.16,-0.001954,0.026294,0.239756
1777,-2.0,2.0,0.05,1013.48,986.52,-0.001954,0.026294,0.239756
1778,-2.0,2.0,0.05,1012.24,987.76,-0.001954,0.026294,0.239756
1779,-2.0,2.0,0.05,1011.11,988.89,-0.001954,0.026294,0.239756
1780,-2.0,2.0,0.05,1010.09,989.91,-0.001954,0.026294,0.239756
1781,-2.0,2.0,0.05,1009.16,990.84,-0.001954,0.026294,0.239756
1782,-2.0,2.0,0.05,1008.32,991.68,-0.001954,0.026294,0.239756
1783,-0.51,0.51,0.1,1023.55,976.45,-0.001954,0.026294,0.239756
1784,-2.0,2.0,0.1,1021.4,978.6,-0.001954,0.026294,0.239756
1785,-2.0,2.0,0.1,1019.44,980.56,-0.001954,0.026294,0.239756
1786,-2.0,2.0,0.1,1017.65,982.35,-0.00147,0.025396,0.204855
1787,-2.0,2.0,0.1,1016.03,983.97,-0.00147,0.025396,0.204855
1788,-0.45,0.45,0.15,1030.56,969.44,-0.00147,0.025396,0.204855
1789,-2.0,2.0,0.15,1027.77,972.23,-0.00147,0.025396,0.204855
1790,-2.0,2.0,0.15,1025.24,974.76,-0.00147,0.025396,0.204855
1791,-2.0,2.0,0.15,1022.93,977.07,-0.00147,0.025396,0.204855
1792,-2.0,2.0,0.15,1020.83,979.17,-0.00147,0.025396,0.204855
1793,0.67,-0.67,0.2,1034.92,965.08,-0.00147,0.025396,0.204855
1794,-2.0,2.0,0.2,1031.75,968.25,-0.00147,0.025396,0.204855
1795,-2.0,2.0,0.15,1028.86,971.14,-0.00147,0.025396,0.204855
1796,-2.0,2.0,0.15,1026.22,973.78,-0.00147,0.025396,0.204855
1797,-2.0,2.0,0.15,1023.82,976.18,-0.00147,0.025396,0.204855
1798,-2.0,2.0,0.15,1021.64,978.36,-0.000766,0.036231,0.115492
1799,-2.0,2.0,0.15,1019.66,980.34,-0.000766,0.036231,0.115492
1800,-0.41,0.41,0.2,1033.86,966.14,-0.000766,0.036231,0.115492
1801,-2.0,2.0,0.2,1030.78,969.22,-0.000766,0.036231,0.115492
1802,0.36,-0.36,0.25,1043.97,956.03,-0.000766,0.036231,0.115492
1803,-2.0,2.0,0.2,1040.01,959.99,-0.000766,0.036231,0.115492
1804,-0.4,0.4,0.25,1052.39,947.61,-0.000766,0.036231,0.115492
1805,-2.0,2.0,0.25,1047.7,952.3,-0.000766,0.036231,0.115492
1806,-2.0,2.0,0.25,1043.42,956.58,-0.000766,0.036231,0.115492
1807,-2.0,2.0,0.25,1039.5,960.5,-0.000766,0.036231,0.115492
1808,-2.0,2.0,0.2,1035.92,964.08,-0.000766,0.036231,0.115492
1809,-2.0,2.0,0.2,1032.66,967.34,-0.002221,0.039825,0.236993
1810,-2.0,2.0,0.2,1029.69,970.31,-0.002221,0.039825,0.236993
1811,-2.0,2.0,0.2,1026.98,973.02,-0.002221,0.039825,0.236993
1812,-2.0,2.0,0.2,1024.51,975.49,-0.002221,0.039825,0.236993
1813,-2.0,2.0,0.15,1022.27,977.73,-0.002221,0.039825,0.236993
1814,-2.0,2.0,0.15,1020.23,979.77,-0.002221,0.039825,0.236993
1815,-2.0,2.0,0.15,1018.38,981.62,-0.002221,0.039825,0.236993
1816,-2.0,2.0,0.15,1016.69,983.31,-0.002221,0.039825,0.236993
1817,0.4,-0.4,0.2,1031.16,968.84,-0.002221,0.039825,0.236993
1818,-2.0,2.0,0.2,1028.32,971.68,-0.002221,0.039825,0.236993
1819,-0.18,0.18,0.25,1041.73,958.27,-0.002221,0.039825,0.236993
1820,-2.0,2.0,0.2,1037.96,962.04,-0.002221,0.039825,0.236993
1821,-2.0,2.0,0.2,1034.52,965.48,-0.000626,0.033073,0.191631
1822,-2.0,2.0,0.15,1031.38,968.62,-0.000626,0.033073,0.191631
1823,0.58,-0.58,0.2,1044.52,955.48,-0.000626,0.033073,0.191631
1824,-2.0,2.0,0.15,1040.51,959.49,-0.000626,0.033073,0.191631
1825,-2.0,2.0,0.15,1036.84,963.16,-0.000626,0.033073,0.191631
1826,-2.0,2.0,0.15,1033.5,966.5,-0.000626,0.033073,0.191631
1827,-2.0,2.0,0.15,1030.45,969.55,-0.000626,0.033073,0.191631
1828,-2.0,2.0,0.15,1027.68,972.32,-0.000626,0.033073,0.191631
1829,-2.0,2.0,0.15,1025.15,974.85,-0.000626,0.033073,0.191631
1830,-2.0,2.0,0.15,1022.85,977.15,-0.000626,0.033073,0.191631
1831,-2.0,2.0,0.15,1020.76,979.24,-0.000626,0.033073,0.191631
1832,-2.0,2.0,0.15,1018.85,981.15,-0.000789,0.022577,0.163423
1833,-2.0,2.0,0.15,1017.12,982.88,-0.000789,0.022577,0.163423
1834,-2.0,2.0,0.15,1015.55,984.45,-0.000789,0.022577,0.163423
1835,-2.0,2.0,0.15,1014.12,985.88,-0.000789,0.022577,0.163423
1836,-2.0,2.0,0.15,1012.83,987.17,-0.000789,0.022577,0.163423
1837,-0.69,0.69,0.15,1027.65,972.35,-0.000789,0.022577,0.163423
1838,-2.0,2.0,0.15,1025.12,974.88,-0.000789,0.022577,0.163423
1839,-2.0,2.0,0.1,1022.82,977.18,-0.000789,0.022577,0.163423
1840,-2.0,2.0,0.1,1020.73,979.27,-0.000789,0.022577,0.163423
1841,-2.0,2.0,0.1,1018.83,981.17,-0.000789,0.022577,0.163423
1842,-2.0,2.0,0.1,1017.1,982.9,-0.000838,0.02104,0.19227
1843,-2.0,2.0,0.05,1015.53,984.47,-0.000838,0.02104,0.19227
1844,-2.0,2.0,0.05,1014.11,985.89,-0.000838,0.02104,0.19227
1845,-2.0,2.0,0.05,1012.81,987.19,-0.000838,0.02104,0.19227
1846,-2.0,2.0,0.05,1011.63,988.37,-0.000838,0.02104,0.19227
1847,0.64,-0.64,0.1,1026.56,973.44,-0.000838,0.02104,0.19227
1848,-2.0,2.0,0.1,1024.14,975.86,-0.000838,0.02104,0.19227
1849,-2.0,2.0,0.1,1021.93,978.07,-0.000838,0.02104,0.19227
1850,-2.0,2.0,0.1,1019.92,980.08,-0.000838,0.02104,0.19227
1851,-2.0,2.0,0.1,1018.09,981.91,-0.000838,0.02104,0.19227
1852,-2.0,2.0,0.1,1016.43,983.57,-0.000838,0.02104,0.19227
1853,-2.0,2.0,0.1,1014.92,985.08,-0.001492,0.022643,0.177813
1854,-2.0,2.0,0.1,1013.55,986.45,-0.001492,0.022643,0.177813
1855,0.37,-0.37,0.15,1028.31,971.69,-0.001492,0.022643,0.177813
1856,-2.0,2.0,0.15,1025.72,974.28,-0.001492,0.022643,0.177813
1857,-0.89,0.89,0.15,1039.37,960.63,-0.001492,0.022643,0.177813
1858,0.64,-0.64,0.2,1051.8,948.2,-0.001492,0.022643,0.177813
1859,-2.0,2.0,0.2,1047.17,952.83,-0.001492,0.022643,0.177813
1860,-2.0,2.0,0.2,1042.93,957.07,-0.001492,0.022643,0.177813
1861,-2.0,2.0,0.2,1039.05,960.95,-0.001492,0.022643,0.177813
1862,-2.0,2.0,0.2,1035.52,964.48,-0.001492,0.022643,0.177813
1863,-2.0,2.0,0.2,1032.29,967.71,-0.001492,0.022643,0.177813
1864,-2.0,2.0,0.2,1029.35,970.65,-0.001492,0.022643,0.177813
1865,-2.0,2.0,0.2,1026.67,973.33,0.002209,0.042885,0.371379
1866,-2.0,2.0,0.2,1024.23,975.77,0.002209,0.042885,0.371379
1867,0.74,-0.74,0.2,1038.02,961.98,0.002209,0.042885,0.371379
1868,-2.0,2.0,0.2,1034.57,965.43,0.002209,0.042885,0.371379
1869,-2.0,2.0,0.2,1031.43,968.57,0.002209,0.042885,0.371379
1870,-2.0,2.0,0.2,1028.56,971.44,0.002209,0.042885,0.371379
1871,-2.0,2.0,0.2,1025.96,974.04,0.002209,0.042885,0.371379
1872,-2.0,2.0,0.2,1023.58,976.42,0.002209,0.042885,0.371379
1873,-0.79,0.79,0.25,1037.42,962.58,0.002209,0.042885,0.371379
1874,-2.0,2.0,0.25,1034.03,965.97,0.002209,0.042885,0.371379
1875,-2.0,2.0,0.2,1030.94,969.06,0.002209,0.042885,0.371379
1876,-2.0,2.0,0.2,1028.12,971.88,-0.001096,0.032866,0.24312
1877,-2.0,2.0,0.15,1025.55,974.45,-0.001096,0.032866,0.24312
1878,-0.29,0.29,0.15,1039.21,960.79,-0.001096,0.032866,0.24312
1879,-2.0,2.0,0.15,1035.66,964.34,-0.001096,0.032866,0.24312
1880,-2.0,2.0,0.15,1032.42,967.58,-0.001096,0.032866,0.24312
1881,0.69,-0.69,0.2,1045.47,954.53,-0.001096,0.032866,0.24312
1882,-2.0,2.0,0.2,1041.37,958.63,-0.001096,0.032866,0.24312
1883,-2.0,2.0,0.2,1037.63,962.37,-0.001096,0.032866,0.24312
1884,-2.0,2.0,0.2,1034.22,965.78,-0.001096,0.032866,0.24312
1885,-0.94,0.94,0.25,1047.11,952.89,-0.001096,0.032866,0.24312
1886,-2.0,2.0,0.25,1042.87,957.13,-0.001096,0.032866,0.24312
1887,-2.0,2.0,0.2,1039.0,961.0,-0.001096,0.032866,0.24312
1888,-2.0,2.0,0.2,1035.47,964.53,-0.00278,0.041203,0.258555
1889,-2.0,2.0,0.2,1032.25,967.75,-0.00278,0.041203,0.258555
1890,-2.0,2.0,0.2,1029.31,970.69,-0.00278,0.041203,0.258555
1891,-2.0,2.0,0.2,1026.64,973.36,-0.00278,0.041203,0.258555
1892,-2.0,2.0,0.2,1024.2,975.8,-0.00278,0.041203,0.258555
1893,-2.0,2.0,0.15,1021.99,978.01,-0.00278,0.041203,0.258555
1894,-2.0,2.0,0.15,1019.97,980.03,-0.00278,0.041203,0.258555
1895,-2.0,2.0,0.15,1018.14,981.86,-0.00278,0.041203,0.258555
1896,0.44,-0.44,0.2,1032.48,967.52,-0.00278,0.041203,0.258555
1897,-2.0,2.0,0.2,1029.52,970.48,-0.00278,0.041203,0.258555
1898,-2.0,2.0,0.15,1026.83,973.17,-0.001326,0.022797,0.317511
1899,-2.0,2.0,0.15,1024.38,975.62,-0.001326,0.022797,0.317511
1900,-2.0,2.0,0.15,1022.15,977.85,-0.001326,0.022797,0.317511
1901,-2.0,2.0,0.1,1020.12,979.88,-0.001326,0.022797,0.317511
1902,-2.0,2.0,0.1,1018.27,981.73,-0.001326,0.022797,0.317511
1903,-2.0,2.0,0.1,1016.6,983.4,-0.001326,0.022797,0.317511
1904,-2.0,2.0,0.1,1015.07,984.93,-0.001326,0.022797,0.317511
1905,-2.0,2.0,0.05,1013.69,986.31,-0.001326,0.022797,0.317511
1906,-2.0,2.0,0.05,1012.43,987.57,-0.001326,0.022797,0.317511
1907,-0.57,0.57,0.1,1027.29,972.71,-0.001326,0.022797,0.317511
1908,-2.0,2.0,0.1,1024.79,975.21,-0.001326,0.022797,0.317511
1909,-2.0,2.0,0.1,1022.53,977.47,0.000224,0.023728,0.376255
1910,-2.0,2.0,0.1,1020.46,979.54,0.000224,0.023728,0.376255
1911,-2.0,2.0,0.1,1018.59,981.41,0.000224,0.023728,0.376255
1912,-2.0,2.0,0.1,1016.88,983.12,0.000224,0.023728,0.376255
1913,-2.0,2.0,0.1,1015.33,984.67,0.000224,0.023728,0.376255
1914,-2.0,2.0,0.1,1013.92,986.08,0.000224,0.023728,0.376255
1915,-2.0,2.0,0.1,1012.64,987.36,0.000224,0.023728,0.376255
1916,-2.0,2.0,0.05,1011.48,988.52,0.000224,0.023728,0.376255
1917,-2.0,2.0,0.05,1010.42,989.58,0.000224,0.023728,0.376255
1918,-0.35,0.35,0.1,1025.47,974.53,0.000224,0.023728,0.376255
1919,0.83,-0.83,0.15,1039.14,960.86,0.000224,0.023728,0.376255
1920,-2.0,2.0,0.15,1035.59,964.41,0.000331,0.03189,0.354587
1921,-2.0,2.0,0.15,1032.36,967.64,0.000331,0.03189,0.354587
1922,-2.0,2.0,0.15,1029.41,970.59,0.000331,0.03189,0.354587
1923,-2.0,2.0,0.15,1026.73,973.27,0.000331,0.03189,0.354587
1924,-2.0,2.0,0.15,1024.29,975.71,0.000331,0.03189,0.354587
1925,-2.0,2.0,0.15,1022.06,977.94,0.000331,0.03189,0.354587
1926,-2.0,2.0,0.15,1020.04,979.96,0.000331,0.03189,0.354587
1927,0.08,-0.08,0.15,1034.2,965.8,0.000331,0.03189,0.354587
1928,-2.0,2.0,0.15,1031.09,968.91,0.000331,0.03189,0.354587
1929,-2.0,2.0,0.15,1028.26,971.74,0.000331,0.03189,0.354587
1930,-2.0,2.0,0.15,1025.68,974.32,0.000331,0.03189,0.354587
1931,-2.0,2.0,0.15,1023.33,976.67,-0.000326,0.025213,0.283948
1932,-0.94,0.94,0.2,1037.2,962.8,-0.000326,0.025213,0.283948
1933,-2.0,2.0,0.2,1033.82,966.18,-0.000326,0.025213,0.283948
1934,0.22,-0.22,0.25,1046.75,953.25,-0.000326,0.025213,0.283948
1935,-2.0,2.0,0.25,1042.54,957.46,-0.000326,0.025213,0.283948
1936,-2.0,2.0,0.25,1038.7,961.3,-0.000326,0.025213,0.283948
1937,-2.0,2.0,0.25,1035.19,964.81,-0.000326,0.025213,0.283948
1938,-0.15,0.15,0.25,1048.0,952.0,-0.000326,0.025213,0.283948
1939,-2.0,2.0,0.2,1043.68,956.32,-0.000326,0.025213,0.283948
1940,-2.0,2.0,0.2,1039.74,960.26,-0.000326,0.025213,0.283948
1941,-2.0,2.0,0.2,1036.15,963.85,-0.000326,0.025213,0.283948
1942,0.69,-0.69,0.25,1048.86,951.14,-0.000326,0.025213,0.283948
1943,-2.0,2.0,0.25,1044.48,955.52,-0.001857,0.050853,0.226041
1944,-2.0,2.0,0.25,1040.47,959.53,-0.001857,0.050853,0.226041
1945,-2.0,2.0,0.25,1036.81,963.19,-0.001857,0.050853,0.226041
1946,-2.0,2.0,0.25,1033.47,966.53,-0.001857,0.050853,0.226041
1947,-2.0,2.0,0.2,1030.42,969.58,-0.001857,0.050853,0.226041
1948,-2.0,2.0,0.2,1027.65,972.35,-0.001857,0.050853,0.226041
1949,-2.0,2.0,0.2,1025.12,974.88,-0.001857,0.050853,0.226041
1950,-2.0,2.0,0.2,1022.83,977.17,-0.001857,0.050853,0.226041
1951,-2.0,2.0,0.2,1020.74,979.26,-0.001857,0.050853,0.226041
1952,-2.0,2.0,0.15,1018.83,981.17,-0.001857,0.050853,0.226041
1953,-2.0,2.0,0.15,1017.11,982.89,-0.001857,0.050853,0.226041
1954,-2.0,2.0,0.1,1015.54,984.46,-0.002414,0.014668,0.239498
1955,-2.0,2.0,0.1,1014.11,985.89,-0.002414,0.014668,0.239498
1956,-0.22,0.22,0.15,1028.81,971.19,-0.002414,0.014668,0.239498
1957,-2.0,2.0,0.15,1026.18,973.82,-0.002414,0.014668,0.239498
1958,-0.49,0.49,0.15,1039.79,960.21,-0.002414,0.014668,0.239498
1959,-2.0,2.0,0.15,1036.19,963.81,-0.002414,0.014668,0.239498
1960,-0.61,0.61,0.2,1048.9,951.1,-0.002414,0.014668,0.239498
1961,-2.0,2.0,0.2,1044.51,955.49,-0.002414,0.014668,0.239498
1962,-2.0,2.0,0.15,1040.5,959.5,-0.002414,0.014668,0.239498
1963,-2.0,2.0,0.15,1036.84,963.16,-0.002414,0.014668,0.239498
1964,-2.0,2.0,0.15,1033.49,966.51,-0.002414,0.014668,0.239498
1965,-2.0,2.0,0.15,1030.45,969.55,-0.001906,0.041072,0.278159
1966,-2.0,2.0,0.15,1027.67,972.33,-0.001906,0.041072,0.278159
1967,-2.0,2.0,0.15,1025.14,974.86,-0.001906,0.041072,0.278159
1968,-2.0,2.0,0.15,1022.84,977.16,-0.001906,0.041072,0.278159
1969,-2.0,2.0,0.15,1020.75,979.25,-0.001906,0.041072,0.278159
1970,-2.0,2.0,0.15,1018.85,981.15,-0.001906,0.041072,0.278159
1971,-2.0,2.0,0.15,1017.12,982.88,-0.001906,0.041072,0.278159
1972,-2.0,2.0,0.15,1015.55,984.45,-0.001906,0.041072,0.278159
1973,-2.0,2.0,0.15,1014.12,985.88,-0.001906,0.041072,0.278159
1974,-2.0,2.0,0.15,1012.82,987.18,-0.001906,0.041072,0.278159
1975,-2.0,2.0,0.15,1011.64,988.36,-0.003991,0.016126,0.289938
1976,-2.0,2.0,0.1,1010.57,989.43,-0.003991,0.016126,0.289938
1977,-2.0,2.0,0.1,1009.6,990.4,-0.003991,0.016126,0.289938
1978,-2.0,2.0,0.05,1008.72,991.28,-0.003991,0.016126,0.289938
1979,-2.0,2.0,0.05,1007.91,992.09,-0.003991,0.016126,0.289938
1980,-2.0,2.0,0.0,1007.19,992.81,-0.003991,0.016126,0.289938
1981,-2.0,2.0,0.0,1006.52,993.48,-0.003991,0.016126,0.289938
1982,-2.0,2.0,0.0,1005.92,994.08,-0.003991,0.016126,0.289938
1983,-2.0,2.0,0.0,1005.38,994.62,-0.003991,0.016126,0.289938
1984,-2.0,2.0,0.0,1004.88,995.12,-0.003991,0.016126,0.289938
1985,-2.0,2.0,0.0,1004.43,995.57,-0.00111,0.014051,0.28576
1986,-2.0,2.0,0.0,1004.03,995.97,-0.00111,0.014051,0.28576
1987,-2.0,2.0,0.0,1003.65,996.35,-0.00111,0.014051,0.28576
1988,-2.0,2.0,0.0,1003.32,996.68,-0.00111,0.014051,0.28576
1989,-2.0,2.0,0.0,1003.01,996.99,-0.00111,0.014051,0.28576
1990,-0.09,0.09,0.05,1018.74,981.26,-0.00111,0.014051,0.28576
1991,-0.02,0.02,0.1,1033.02,966.98,-0.00111,0.014051,0.28576
1992,-2.0,2.0,0.1,1030.01,969.99,-0.00111,0.014051,0.28576
1993,-2.0,2.0,0.1,1027.27,972.73,-0.00111,0.014051,0.28576
1994,-2.0,2.0,0.1,1024.78,975.22,-0.00111,0.014051,0.28576
1995,0.01,-0.01,0.15,1038.52,961.48,-0.00111,0.014051,0.28576
1996,-0.42,0.42,0.2,1051.03,948.97,-0.00111,0.014051,0.28576
1997,-2.0,2.0,0.2,1046.46,953.54,-0.000926,0.049698,0.309959
1998,-0.53,0.53,0.25,1058.28,941.72,-0.000926,0.049698,0.309959
1999,-2.0,2.0,0.25,1053.1,946.9,-0.000926,0.049698,0.309959
