episode,predator_reward,prey_reward,capture_rate,predator_elo,prey_elo,policy_loss,value_loss,entropy,om_loss
1036,-0.07,0.07,0.5,1103.2,896.8,-0.0017,0.036625,0.446869,0.00037
1037,-0.29,0.29,0.5,1110.67,889.33,-0.002356,0.051694,0.492449,0.000389
1038,-2.0,2.0,0.5,1101.67,898.33,-0.002356,0.051694,0.492449,0.000389
1039,0.72,-0.72,0.5,1109.24,890.76,-0.002356,0.051694,0.492449,0.000389
1040,-2.0,2.0,0.5,1100.33,899.67,-0.002356,0.051694,0.492449,0.000389
1041,-2.0,2.0,0.5,1091.99,908.01,-0.002356,0.051694,0.492449,0.000389
1042,-2.0,2.0,0.45,1084.23,915.77,-0.002356,0.051694,0.492449,0.000389
1043,-2.0,2.0,0.45,1077.03,922.97,-0.002356,0.051694,0.492449,0.000389
1044,-2.0,2.0,0.4,1070.37,929.63,-0.002356,0.051694,0.492449,0.000389
1045,-2.0,2.0,0.4,1064.22,935.78,-0.002356,0.051694,0.492449,0.000389
1046,-0.94,0.94,0.45,1074.56,925.44,-0.002356,0.051694,0.492449,0.000389
1047,-2.0,2.0,0.45,1068.09,931.91,-0.002356,0.051694,0.492449,0.000389
1048,-2.0,2.0,0.4,1062.12,937.88,-0.001155,0.028134,0.429063,0.000302
1049,-2.0,2.0,0.35,1056.63,943.37,-0.001155,0.028134,0.429063,0.000302
1050,-2.0,2.0,0.3,1051.59,948.41,-0.001155,0.028134,0.429063,0.000302
1051,-2.0,2.0,0.3,1046.97,953.03,-0.001155,0.028134,0.429063,0.000302
1052,-2.0,2.0,0.3,1042.75,957.25,-0.001155,0.028134,0.429063,0.000302
1053,-0.21,0.21,0.35,1054.89,945.11,-0.001155,0.028134,0.429063,0.000302
1054,0.84,-0.84,0.35,1066.0,934.0,-0.001155,0.028134,0.429063,0.000302
1055,-2.0,2.0,0.3,1060.19,939.81,-0.001155,0.028134,0.429063,0.000302
1056,-2.0,2.0,0.25,1054.86,945.14,-0.001155,0.028134,0.429063,0.000302
1057,-2.0,2.0,0.2,1049.97,950.03,-0.001155,0.028134,0.429063,0.000302
1058,-2.0,2.0,0.2,1045.49,954.51,-0.001155,0.028134,0.429063,0.000302
1059,-2.0,2.0,0.15,1041.39,958.61,-0.001155,0.028134,0.429063,0.000302
1060,-2.0,2.0,0.15,1037.65,962.35,-0.003443,0.024817,0.512207,0.000371
1061,-2.0,2.0,0.15,1034.24,965.76,-0.003443,0.024817,0.512207,0.000371
1062,-0.11,0.11,0.2,1047.12,952.88,-0.003443,0.024817,0.512207,0.000371
1063,-0.54,0.54,0.25,1058.89,941.11,-0.003443,0.024817,0.512207,0.000371
1064,-2.0,2.0,0.25,1053.66,946.34,-0.003443,0.024817,0.512207,0.000371
1065,-2.0,2.0,0.25,1048.87,951.13,-0.003443,0.024817,0.512207,0.000371
1066,-2.0,2.0,0.2,1044.48,955.52,-0.003443,0.024817,0.512207,0.000371
1067,0.13,-0.13,0.25,1056.47,943.53,-0.003443,0.024817,0.512207,0.000371
1068,0.89,-0.89,0.3,1067.45,932.55,-0.003443,0.024817,0.512207,0.000371
1069,-2.0,2.0,0.3,1061.53,938.47,-0.003443,0.024817,0.512207,0.000371
1070,-2.0,2.0,0.3,1056.09,943.91,-0.003443,0.024817,0.512207,0.000371
1071,-2.0,2.0,0.3,1051.1,948.9,-0.003443,0.024817,0.512207,0.000371
1072,-2.0,2.0,0.3,1046.52,953.48,-0.002708,0.034984,0.458353,0.000315
1073,0.69,-0.69,0.3,1058.34,941.66,-0.002708,0.034984,0.458353,0.000315
1074,-2.0,2.0,0.25,1053.16,946.84,-0.002708,0.034984,0.458353,0.000315
1075,-2.0,2.0,0.25,1048.41,951.59,-0.002708,0.034984,0.458353,0.000315
1076,-2.0,2.0,0.25,1044.06,955.94,-0.002708,0.034984,0.458353,0.000315
1077,-2.0,2.0,0.25,1040.09,959.91,-0.002708,0.034984,0.458353,0.000315
1078,-2.0,2.0,0.25,1036.46,963.54,-0.002708,0.034984,0.458353,0.000315
1079,-2.0,2.0,0.25,1033.15,966.85,-0.002708,0.034984,0.458353,0.000315
1080,-2.0,2.0,0.25,1030.13,969.87,-0.002708,0.034984,0.458353,0.000315
1081,-2.0,2.0,0.25,1027.39,972.61,-0.002708,0.034984,0.458353,0.000315
1082,-2.0,2.0,0.2,1024.88,975.12,-0.002708,0.034984,0.458353,0.000315
1083,-2.0,2.0,0.15,1022.61,977.39,-0.003965,0.019664,0.437043,0.000236
1084,-2.0,2.0,0.15,1020.54,979.46,-0.003965,0.019664,0.437043,0.000236
1085,-2.0,2.0,0.15,1018.65,981.35,-0.003965,0.019664,0.437043,0.000236
1086,-2.0,2.0,0.15,1016.94,983.06,-0.003965,0.019664,0.437043,0.000236
1087,-2.0,2.0,0.1,1015.39,984.61,-0.003965,0.019664,0.437043,0.000236
1088,-2.0,2.0,0.05,1013.97,986.03,-0.003965,0.019664,0.437043,0.000236
1089,-2.0,2.0,0.05,1012.69,987.31,-0.003965,0.019664,0.437043,0.000236
1090,-0.88,0.88,0.1,1027.52,972.48,-0.003965,0.019664,0.437043,0.000236
1091,-2.0,2.0,0.1,1025.01,974.99,-0.003965,0.019664,0.437043,0.000236
1092,-2.0,2.0,0.1,1022.72,977.28,-0.003965,0.019664,0.437043,0.000236
1093,-0.54,0.54,0.1,1036.64,963.36,-0.003965,0.019664,0.437043,0.000236
1094,-2.0,2.0,0.1,1033.31,966.69,-0.001953,0.026997,0.439331,0.00024
1095,-2.0,2.0,0.1,1030.28,969.72,-0.001953,0.026997,0.439331,0.00024
1096,-2.0,2.0,0.1,1027.52,972.48,-0.001953,0.026997,0.439331,0.00024
1097,-0.75,0.75,0.15,1041.01,958.99,-0.001953,0.026997,0.439331,0.00024
1098,-0.66,0.66,0.2,1053.3,946.7,-0.001953,0.026997,0.439331,0.00024
1099,0.36,-0.36,0.25,1064.54,935.46,-0.001953,0.026997,0.439331,0.00024
1100,-0.48,0.48,0.3,1074.85,925.15,-0.001953,0.026997,0.439331,0.00024
1101,-0.78,0.78,0.35,1084.36,915.64,-0.001953,0.026997,0.439331,0.00024
1102,-0.26,0.26,0.4,1093.15,906.85,-0.001953,0.026997,0.439331,0.00024
1103,-0.11,0.11,0.45,1101.3,898.7,-0.001953,0.026997,0.439331,0.00024
1104,-2.0,2.0,0.45,1092.9,907.1,-0.001953,0.026997,0.439331,0.00024
1105,0.33,-0.33,0.5,1101.08,898.92,-0.001953,0.026997,0.439331,0.00024
1106,-2.0,2.0,0.5,1092.7,907.3,-0.001953,0.026997,0.439331,0.00024
1107,-0.65,0.65,0.55,1100.89,899.11,-0.003073,0.070975,0.382204,0.000255
1108,-2.0,2.0,0.55,1092.51,907.49,-0.003073,0.070975,0.382204,0.000255
1109,-2.0,2.0,0.55,1084.72,915.28,-0.003073,0.070975,0.382204,0.000255
1110,-2.0,2.0,0.5,1077.48,922.52,-0.003073,0.070975,0.382204,0.000255
1111,-2.0,2.0,0.5,1070.78,929.22,-0.003073,0.070975,0.382204,0.000255
1112,-2.0,2.0,0.5,1064.6,935.4,-0.003073,0.070975,0.382204,0.000255
1113,0.95,-0.95,0.5,1074.91,925.09,-0.003073,0.070975,0.382204,0.000255
1114,0.13,-0.13,0.55,1084.41,915.59,-0.003073,0.070975,0.382204,0.000255
1115,-0.35,0.35,0.6,1093.19,906.81,-0.003073,0.070975,0.382204,0.000255
1116,-2.0,2.0,0.6,1085.35,914.65,-0.003073,0.070975,0.382204,0.000255
1117,-2.0,2.0,0.55,1078.06,921.94,-0.003073,0.070975,0.382204,0.000255
1118,-0.49,0.49,0.55,1087.32,912.68,-0.003073,0.070975,0.382204,0.000255
1119,-2.0,2.0,0.5,1079.9,920.1,-0.001238,0.044194,0.410171,0.000232
1120,-0.14,0.14,0.5,1089.01,910.99,-0.001238,0.044194,0.410171,0.000232
1121,-2.0,2.0,0.45,1081.47,918.53,-0.001238,0.044194,0.410171,0.000232
1122,-0.13,0.13,0.45,1090.47,909.53,-0.001238,0.044194,0.410171,0.000232
1123,-2.0,2.0,0.4,1082.82,917.18,-0.001238,0.044194,0.410171,0.000232
1124,-2.0,2.0,0.4,1075.72,924.28,-0.001238,0.044194,0.410171,0.000232
1125,-2.0,2.0,0.35,1069.15,930.85,-0.001238,0.044194,0.410171,0.000232
1126,-2.0,2.0,0.35,1063.1,936.9,-0.001238,0.044194,0.410171,0.000232
1127,-0.97,0.97,0.35,1073.53,926.47,-0.001238,0.044194,0.410171,0.000232
1128,-2.0,2.0,0.35,1067.14,932.86,-0.001238,0.044194,0.410171,0.000232
1129,-2.0,2.0,0.35,1061.24,938.76,-0.001238,0.044194,0.410171,0.000232
1130,-2.0,2.0,0.35,1055.83,944.17,-0.00204,0.030969,0.415807,0.000219
1131,-2.0,2.0,0.35,1050.85,949.15,-0.00204,0.030969,0.415807,0.000219
1132,-2.0,2.0,0.35,1046.3,953.7,-0.00204,0.030969,0.415807,0.000219
1133,-2.0,2.0,0.3,1042.13,957.87,-0.00204,0.030969,0.415807,0.000219
1134,-2.0,2.0,0.25,1038.33,961.67,-0.00204,0.030969,0.415807,0.000219
1135,-2.0,2.0,0.2,1034.85,965.15,-0.00204,0.030969,0.415807,0.000219
1136,-2.0,2.0,0.2,1031.69,968.31,-0.00204,0.030969,0.415807,0.000219
1137,-2.0,2.0,0.2,1028.8,971.2,-0.00204,0.030969,0.415807,0.000219
1138,-2.0,2.0,0.15,1026.17,973.83,-0.00204,0.030969,0.415807,0.000219
1139,-2.0,2.0,0.15,1023.78,976.22,-0.00204,0.030969,0.415807,0.000219
1140,-2.0,2.0,0.1,1021.6,978.4,-0.00204,0.030969,0.415807,0.000219
1141,0.78,-0.78,0.15,1035.62,964.38,-0.002666,0.01161,0.261367,0.000124
1142,-2.0,2.0,0.1,1032.39,967.61,-0.002666,0.01161,0.261367,0.000124
1143,-2.0,2.0,0.1,1029.44,970.56,-0.002666,0.01161,0.261367,0.000124
1144,-0.49,0.49,0.15,1042.75,957.25,-0.002666,0.01161,0.261367,0.000124
1145,-2.0,2.0,0.15,1038.89,961.11,-0.002666,0.01161,0.261367,0.000124
1146,-2.0,2.0,0.15,1035.37,964.63,-0.002666,0.01161,0.261367,0.000124
1147,-2.0,2.0,0.1,1032.16,967.84,-0.002666,0.01161,0.261367,0.000124
1148,0.49,-0.49,0.15,1045.23,954.77,-0.002666,0.01161,0.261367,0.000124
1149,-2.0,2.0,0.15,1041.15,958.85,-0.002666,0.01161,0.261367,0.000124
1150,0.44,-0.44,0.2,1053.43,946.57,-0.002666,0.01161,0.261367,0.000124
1151,-2.0,2.0,0.2,1048.66,951.34,-0.002666,0.01161,0.261367,0.000124
1152,-2.0,2.0,0.2,1044.29,955.71,-0.002666,0.01161,0.261367,0.000124
1153,-2.0,2.0,0.2,1040.3,959.7,-0.00144,0.038034,0.277964,0.000124
1154,-2.0,2.0,0.2,1036.65,963.35,-0.00144,0.038034,0.277964,0.000124
1155,-2.0,2.0,0.2,1033.33,966.67,-0.00144,0.038034,0.277964,0.000124
1156,-2.0,2.0,0.2,1030.29,969.71,-0.00144,0.038034,0.277964,0.000124
1157,-2.0,2.0,0.2,1027.53,972.47,-0.00144,0.038034,0.277964,0.000124
1158,-2.0,2.0,0.2,1025.02,974.98,-0.00144,0.038034,0.277964,0.000124
1159,0.52,-0.52,0.25,1038.73,961.27,-0.00144,0.038034,0.277964,0.000124
1160,-2.0,2.0,0.25,1035.22,964.78,-0.00144,0.038034,0.277964,0.000124
1161,-2.0,2.0,0.2,1032.02,967.98,-0.00144,0.038034,0.277964,0.000124
1162,-2.0,2.0,0.2,1029.1,970.9,-0.00144,0.038034,0.277964,0.000124
1163,-2.0,2.0,0.2,1026.45,973.55,-0.00144,0.038034,0.277964,0.000124
1164,-2.0,2.0,0.15,1024.03,975.97,-0.001996,0.021888,0.354648,0.000132
1165,-2.0,2.0,0.15,1021.83,978.17,-0.001996,0.021888,0.354648,0.000132
1166,-2.0,2.0,0.15,1019.83,980.17,-0.001996,0.021888,0.354648,0.000132
1167,-2.0,2.0,0.15,1018.01,981.99,-0.001996,0.021888,0.354648,0.000132
1168,-2.0,2.0,0.1,1016.36,983.64,-0.001996,0.021888,0.354648,0.000132
1169,0.71,-0.71,0.15,1030.86,969.14,-0.001996,0.021888,0.354648,0.000132
1170,-2.0,2.0,0.1,1028.04,971.96,-0.001996,0.021888,0.354648,0.000132
1171,0.23,-0.23,0.15,1041.48,958.52,-0.001996,0.021888,0.354648,0.000132
1172,-2.0,2.0,0.15,1037.73,962.27,-0.001996,0.021888,0.354648,0.000132
1173,-2.0,2.0,0.15,1034.31,965.69,-0.001996,0.021888,0.354648,0.000132
1174,-2.0,2.0,0.15,1031.19,968.81,-0.001996,0.021888,0.354648,0.000132
1175,-0.48,0.48,0.2,1044.35,955.65,-0.001996,0.021888,0.354648,0.000132
1176,-2.0,2.0,0.2,1040.35,959.65,-0.000951,0.03933,0.422871,0.000163
1177,-2.0,2.0,0.2,1036.7,963.3,-0.000951,0.03933,0.422871,0.000163
1178,-2.0,2.0,0.2,1033.37,966.63,-0.000951,0.03933,0.422871,0.000163
1179,-2.0,2.0,0.15,1030.33,969.67,-0.000951,0.03933,0.422871,0.000163
1180,-2.0,2.0,0.15,1027.57,972.43,-0.000951,0.03933,0.422871,0.000163
1181,0.74,-0.74,0.2,1041.05,958.95,-0.000951,0.03933,0.422871,0.000163
1182,-2.0,2.0,0.2,1037.34,962.66,-0.000951,0.03933,0.422871,0.000163
1183,-2.0,2.0,0.2,1033.95,966.05,-0.000951,0.03933,0.422871,0.000163
1184,-2.0,2.0,0.2,1030.86,969.14,-0.000951,0.03933,0.422871,0.000163
1185,-2.0,2.0,0.2,1028.05,971.95,-0.000951,0.03933,0.422871,0.000163
1186,-2.0,2.0,0.2,1025.49,974.51,-0.000951,0.03933,0.422871,0.000163
1187,-2.0,2.0,0.2,1023.16,976.84,-0.00225,0.020637,0.311011,0.000124
1188,-2.0,2.0,0.2,1021.04,978.96,-0.00225,0.020637,0.311011,0.000124
1189,-2.0,2.0,0.15,1019.11,980.89,-0.00225,0.020637,0.311011,0.000124
1190,-2.0,2.0,0.15,1017.36,982.64,-0.00225,0.020637,0.311011,0.000124
1191,-2.0,2.0,0.1,1015.76,984.24,-0.00225,0.020637,0.311011,0.000124
1192,-2.0,2.0,0.1,1014.32,985.68,-0.00225,0.020637,0.311011,0.000124
1193,-2.0,2.0,0.1,1013.0,987.0,-0.00225,0.020637,0.311011,0.000124
1194,-2.0,2.0,0.1,1011.8,988.2,-0.00225,0.020637,0.311011,0.000124
1195,-2.0,2.0,0.05,1010.72,989.28,-0.00225,0.020637,0.311011,0.000124
1196,0.15,-0.15,0.1,1025.73,974.27,-0.00225,0.020637,0.311011,0.000124
1197,-2.0,2.0,0.1,1023.38,976.62,-0.00225,0.020637,0.311011,0.000124
1198,-2.0,2.0,0.1,1021.24,978.76,-0.001213,0.0207,0.29182,0.000124
1199,-2.0,2.0,0.1,1019.29,980.71,-0.001213,0.0207,0.29182,0.000124
1200,-2.0,2.0,0.1,1017.52,982.48,-0.001213,0.0207,0.29182,0.000124
1201,-2.0,2.0,0.05,1015.91,984.09,-0.001213,0.0207,0.29182,0.000124
1202,-0.05,0.05,0.1,1030.45,969.55,-0.001213,0.0207,0.29182,0.000124
1203,-2.0,2.0,0.1,1027.68,972.32,-0.001213,0.0207,0.29182,0.000124
1204,-2.0,2.0,0.1,1025.15,974.85,-0.001213,0.0207,0.29182,0.000124
1205,-2.0,2.0,0.1,1022.85,977.15,-0.001213,0.0207,0.29182,0.000124
1206,-2.0,2.0,0.1,1020.76,979.24,-0.001213,0.0207,0.29182,0.000124
1207,-2.0,2.0,0.1,1018.85,981.15,-0.001213,0.0207,0.29182,0.000124
1208,-2.0,2.0,0.1,1017.12,982.88,-0.001213,0.0207,0.29182,0.000124
1209,-2.0,2.0,0.1,1015.55,984.45,-8e-05,0.022982,0.369176,0.00014
1210,-2.0,2.0,0.1,1014.12,985.88,-8e-05,0.022982,0.369176,0.00014
1211,-2.0,2.0,0.1,1012.83,987.17,-8e-05,0.022982,0.369176,0.00014
1212,0.11,-0.11,0.15,1027.65,972.35,-8e-05,0.022982,0.369176,0.00014
1213,-2.0,2.0,0.15,1025.12,974.88,-8e-05,0.022982,0.369176,0.00014
1214,0.5,-0.5,0.2,1038.82,961.18,-8e-05,0.022982,0.369176,0.00014
1215,0.72,-0.72,0.25,1051.31,948.69,-8e-05,0.022982,0.369176,0.00014
1216,-0.45,0.45,0.25,1062.71,937.29,-8e-05,0.022982,0.369176,0.00014
1217,-2.0,2.0,0.25,1057.18,942.82,-8e-05,0.022982,0.369176,0.00014
1218,-2.0,2.0,0.25,1052.09,947.91,-8e-05,0.022982,0.369176,0.00014
1219,0.13,-0.13,0.3,1063.43,936.57,-8e-05,0.022982,0.369176,0.00014
1220,0.3,-0.3,0.35,1073.84,926.16,-8e-05,0.022982,0.369176,0.00014
1221,-2.0,2.0,0.35,1067.42,932.58,-8e-05,0.022982,0.369176,0.00014
1222,-0.36,0.36,0.35,1077.5,922.5,-8e-05,0.022982,0.369176,0.00014
1223,-2.0,2.0,0.35,1070.8,929.2,-0.002051,0.067748,0.340502,0.000139
1224,-2.0,2.0,0.35,1064.62,935.38,-0.002051,0.067748,0.340502,0.000139
1225,0.31,-0.31,0.4,1074.93,925.07,-0.002051,0.067748,0.340502,0.000139
1226,-2.0,2.0,0.4,1068.43,931.57,-0.002051,0.067748,0.340502,0.000139
1227,-0.2,0.2,0.45,1078.43,921.57,-0.002051,0.067748,0.340502,0.000139
1228,0.41,-0.41,0.5,1087.66,912.34,-0.002051,0.067748,0.340502,0.000139
1229,-2.0,2.0,0.5,1080.21,919.79,-0.002051,0.067748,0.340502,0.000139
1230,-0.45,0.45,0.55,1089.31,910.69,-0.002051,0.067748,0.340502,0.000139
1231,-2.0,2.0,0.55,1081.74,918.26,-0.002051,0.067748,0.340502,0.000139
1232,0.21,-0.21,0.55,1090.72,909.28,-0.002051,0.067748,0.340502,0.000139
1233,-2.0,2.0,0.55,1083.05,916.95,-0.002051,0.067748,0.340502,0.000139
1234,-2.0,2.0,0.5,1075.93,924.07,-0.002051,0.067748,0.340502,0.000139
1235,-2.0,2.0,0.45,1069.35,930.65,-0.002051,0.067748,0.340502,0.000139
1236,-2.0,2.0,0.4,1063.28,936.72,-0.003405,0.050584,0.248793,0.000105
1237,-2.0,2.0,0.4,1057.7,942.3,-0.003405,0.050584,0.248793,0.000105
1238,-2.0,2.0,0.4,1052.57,947.43,-0.003405,0.050584,0.248793,0.000105
1239,-2.0,2.0,0.35,1047.87,952.13,-0.003405,0.050584,0.248793,0.000105
1240,-2.0,2.0,0.3,1043.57,956.43,-0.003405,0.050584,0.248793,0.000105
1241,-0.21,0.21,0.35,1055.64,944.36,-0.003405,0.050584,0.248793,0.000105
1242,-0.47,0.47,0.35,1066.68,933.32,-0.003405,0.050584,0.248793,0.000105
1243,-2.0,2.0,0.35,1060.83,939.17,-0.003405,0.050584,0.248793,0.000105
1244,0.03,-0.03,0.4,1071.44,928.56,-0.003405,0.050584,0.248793,0.000105
1245,-2.0,2.0,0.35,1065.21,934.79,-0.003405,0.050584,0.248793,0.000105
1246,-2.0,2.0,0.35,1059.47,940.53,-0.003405,0.050584,0.248793,0.000105
1247,0.87,-0.87,0.35,1070.2,929.8,-0.003405,0.050584,0.248793,0.000105
1248,-2.0,2.0,0.3,1064.06,935.94,-0.002342,0.041897,0.34316,0.000131
1249,-2.0,2.0,0.3,1058.42,941.58,-0.002342,0.041897,0.34316,0.000131
1250,-2.0,2.0,0.25,1053.23,946.77,-0.002342,0.041897,0.34316,0.000131
1251,-2.0,2.0,0.25,1048.48,951.52,-0.002342,0.041897,0.34316,0.000131
1252,-2.0,2.0,0.2,1044.12,955.88,-0.002342,0.041897,0.34316,0.000131
1253,0.08,-0.08,0.25,1056.14,943.86,-0.002342,0.041897,0.34316,0.000131
1254,-2.0,2.0,0.25,1051.15,948.85,-0.002342,0.041897,0.34316,0.000131
1255,-2.0,2.0,0.25,1046.57,953.43,-0.002342,0.041897,0.34316,0.000131
1256,-0.77,0.77,0.3,1058.38,941.62,-0.002342,0.041897,0.34316,0.000131
1257,-2.0,2.0,0.3,1053.19,946.81,-0.002342,0.041897,0.34316,0.000131
1258,-2.0,2.0,0.3,1048.44,951.56,-0.002342,0.041897,0.34316,0.000131
1259,-2.0,2.0,0.3,1044.09,955.91,-0.001847,0.025323,0.262189,9.5e-05
1260,-2.0,2.0,0.3,1040.12,959.88,-0.001847,0.025323,0.262189,9.5e-05
1261,-2.0,2.0,0.25,1036.49,963.51,-0.001847,0.025323,0.262189,9.5e-05
1262,-2.0,2.0,0.2,1033.17,966.83,-0.001847,0.025323,0.262189,9.5e-05
1263,0.99,-0.99,0.25,1046.16,953.84,-0.001847,0.025323,0.262189,9.5e-05
1264,-2.0,2.0,0.2,1042.0,958.0,-0.001847,0.025323,0.262189,9.5e-05
1265,-2.0,2.0,0.2,1038.21,961.79,-0.001847,0.025323,0.262189,9.5e-05
1266,-2.0,2.0,0.2,1034.74,965.26,-0.001847,0.025323,0.262189,9.5e-05
1267,-2.0,2.0,0.15,1031.59,968.41,-0.001847,0.025323,0.262189,9.5e-05
1268,-2.0,2.0,0.15,1028.71,971.29,-0.001847,0.025323,0.262189,9.5e-05
1269,0.66,-0.66,0.2,1042.09,957.91,-0.001847,0.025323,0.262189,9.5e-05
1270,-2.0,2.0,0.2,1038.29,961.71,-0.001847,0.025323,0.262189,9.5e-05
1271,-2.0,2.0,0.2,1034.82,965.18,-0.001089,0.020441,0.307161,9.8e-05
1272,-2.0,2.0,0.2,1031.65,968.35,-0.001089,0.020441,0.307161,9.8e-05
1273,-2.0,2.0,0.15,1028.77,971.23,-0.001089,0.020441,0.307161,9.8e-05
1274,0.7,-0.7,0.2,1042.14,957.86,-0.001089,0.020441,0.307161,9.8e-05
1275,-2.0,2.0,0.2,1038.33,961.67,-0.001089,0.020441,0.307161,9.8e-05
1276,-2.0,2.0,0.15,1034.86,965.14,-0.001089,0.020441,0.307161,9.8e-05
1277,-2.0,2.0,0.15,1031.69,968.31,-0.001089,0.020441,0.307161,9.8e-05
1278,-2.0,2.0,0.15,1028.81,971.19,-0.001089,0.020441,0.307161,9.8e-05
1279,-2.0,2.0,0.15,1026.18,973.82,-0.001089,0.020441,0.307161,9.8e-05
1280,-2.0,2.0,0.15,1023.78,976.22,-0.001089,0.020441,0.307161,9.8e-05
1281,-2.0,2.0,0.15,1021.61,978.39,-0.001089,0.020441,0.307161,9.8e-05
1282,-2.0,2.0,0.15,1019.63,980.37,-0.002996,0.021076,0.304253,9.7e-05
1283,0.75,-0.75,0.15,1033.83,966.17,-0.002996,0.021076,0.304253,9.7e-05
1284,-2.0,2.0,0.15,1030.75,969.25,-0.002996,0.021076,0.304253,9.7e-05
1285,0.45,-0.45,0.2,1043.95,956.05,-0.002996,0.021076,0.304253,9.7e-05
1286,-2.0,2.0,0.2,1039.98,960.02,-0.002996,0.021076,0.304253,9.7e-05
1287,-0.54,0.54,0.25,1052.36,947.64,-0.002996,0.021076,0.304253,9.7e-05
1288,-0.81,0.81,0.3,1063.68,936.32,-0.002996,0.021076,0.304253,9.7e-05
1289,-2.0,2.0,0.25,1058.07,941.93,-0.002996,0.021076,0.304253,9.7e-05
1290,0.68,-0.68,0.3,1068.91,931.09,-0.002996,0.021076,0.304253,9.7e-05
1291,0.52,-0.52,0.35,1078.88,921.12,-0.002996,0.021076,0.304253,9.7e-05
1292,-0.34,0.34,0.4,1088.07,911.93,-0.002996,0.021076,0.304253,9.7e-05
1293,0.65,-0.65,0.45,1096.59,903.41,-0.002996,0.021076,0.304253,9.7e-05
1294,0.4,-0.4,0.45,1104.51,895.49,-0.002996,0.021076,0.304253,9.7e-05
1295,-2.0,2.0,0.45,1095.9,904.1,-0.002996,0.021076,0.304253,9.7e-05
1296,-0.16,0.16,0.5,1103.87,896.13,-0.002996,0.021076,0.304253,9.7e-05
1297,-2.0,2.0,0.5,1095.3,904.7,-0.002996,0.021076,0.304253,9.7e-05
1298,-2.0,2.0,0.5,1087.31,912.69,-0.003798,0.087422,0.273197,9.2e-05
1299,0.45,-0.45,0.55,1095.88,904.12,-0.003798,0.087422,0.273197,9.2e-05
1300,-2.0,2.0,0.55,1087.85,912.15,-0.003798,0.087422,0.273197,9.2e-05
1301,-2.0,2.0,0.55,1080.38,919.62,-0.003798,0.087422,0.273197,9.2e-05
1302,-2.0,2.0,0.55,1073.47,926.53,-0.003798,0.087422,0.273197,9.2e-05
1303,-2.0,2.0,0.5,1067.08,932.92,-0.003798,0.087422,0.273197,9.2e-05
1304,-2.0,2.0,0.5,1061.19,938.81,-0.003798,0.087422,0.273197,9.2e-05
1305,-2.0,2.0,0.45,1055.77,944.23,-0.003798,0.087422,0.273197,9.2e-05
1306,-2.0,2.0,0.45,1050.81,949.19,-0.003798,0.087422,0.273197,9.2e-05
1307,-0.59,0.59,0.45,1062.26,937.74,-0.003798,0.087422,0.273197,9.2e-05
1308,-2.0,2.0,0.4,1056.76,943.24,-0.003798,0.087422,0.273197,9.2e-05
1309,-2.0,2.0,0.4,1051.71,948.29,-0.003798,0.087422,0.273197,9.2e-05
1310,0.76,-0.76,0.4,1063.08,936.92,-0.003753,0.024885,0.361363,0.0001
1311,-0.91,0.91,0.4,1073.51,926.49,-0.003753,0.024885,0.361363,0.0001
1312,-2.0,2.0,0.35,1067.12,932.88,-0.003753,0.024885,0.361363,0.0001
1313,-2.0,2.0,0.3,1061.23,938.77,-0.003753,0.024885,0.361363,0.0001
1314,-0.04,0.04,0.3,1071.81,928.19,-0.003753,0.024885,0.361363,0.0001
1315,0.02,-0.02,0.35,1081.55,918.45,-0.003753,0.024885,0.361363,0.0001
1316,0.03,-0.03,0.35,1090.55,909.45,-0.003753,0.024885,0.361363,0.0001
1317,-2.0,2.0,0.35,1082.89,917.11,-0.003753,0.024885,0.361363,0.0001
1318,0.18,-0.18,0.4,1091.78,908.22,-0.003753,0.024885,0.361363,0.0001
1319,-0.12,0.12,0.4,1100.04,899.96,-0.003753,0.024885,0.361363,0.0001
1320,-2.0,2.0,0.4,1091.72,908.28,-0.003753,0.024885,0.361363,0.0001
1321,-2.0,2.0,0.4,1083.98,916.02,-0.003753,0.024885,0.361363,0.0001
1322,-0.58,0.58,0.45,1092.8,907.2,-0.003753,0.024885,0.361363,0.0001
1323,-0.89,0.89,0.5,1100.98,899.02,-0.006822,0.062578,0.350923,8.6e-05
1324,-2.0,2.0,0.5,1092.6,907.4,-0.006822,0.062578,0.350923,8.6e-05
1325,-2.0,2.0,0.5,1084.8,915.2,-0.006822,0.062578,0.350923,8.6e-05
1326,-2.0,2.0,0.5,1077.56,922.44,-0.006822,0.062578,0.350923,8.6e-05
1327,-2.0,2.0,0.45,1070.85,929.15,-0.006822,0.062578,0.350923,8.6e-05
1328,-2.0,2.0,0.45,1064.67,935.33,-0.006822,0.062578,0.350923,8.6e-05
1329,-2.0,2.0,0.45,1058.97,941.03,-0.006822,0.062578,0.350923,8.6e-05
1330,-2.0,2.0,0.4,1053.74,946.26,-0.006822,0.062578,0.350923,8.6e-05
1331,-0.46,0.46,0.4,1064.94,935.06,-0.006822,0.062578,0.350923,8.6e-05
1332,-2.0,2.0,0.4,1059.22,940.78,-0.006822,0.062578,0.350923,8.6e-05
1333,1.0,-1.0,0.45,1069.97,930.03,-0.006822,0.062578,0.350923,8.6e-05
1334,0.46,-0.46,0.45,1079.85,920.15,-0.006822,0.062578,0.350923,8.6e-05
1335,-2.0,2.0,0.4,1072.98,927.02,-0.006822,0.062578,0.350923,8.6e-05
