episode,predator_reward,prey_reward,capture_rate,predator_elo,prey_elo,policy_loss,value_loss,entropy,om_loss
727,-0.51,0.51,1.0,1457.76,542.24,-0.008357,0.042809,0.995567,0.003153
728,0.71,-0.71,1.0,1457.93,542.07,-0.008357,0.042809,0.995567,0.003153
729,0.8,-0.8,1.0,1458.09,541.91,-0.008357,0.042809,0.995567,0.003153
730,0.54,-0.54,1.0,1458.25,541.75,-0.008357,0.042809,0.995567,0.003153
731,0.2,-0.2,1.0,1458.42,541.58,-0.008357,0.042809,0.995567,0.003153
732,0.89,-0.89,1.0,1458.58,541.42,-0.008357,0.042809,0.995567,0.003153
733,-0.19,0.19,1.0,1458.74,541.26,-0.008357,0.042809,0.995567,0.003153
734,0.8,-0.8,1.0,1458.9,541.1,-0.008357,0.042809,0.995567,0.003153
735,0.98,-0.98,1.0,1459.07,540.93,-0.008357,0.042809,0.995567,0.003153
736,0.72,-0.72,1.0,1459.23,540.77,-0.008357,0.042809,0.995567,0.003153
737,-0.94,0.94,1.0,1459.39,540.61,-0.008357,0.042809,0.995567,0.003153
738,0.28,-0.28,1.0,1459.55,540.45,-0.008357,0.042809,0.995567,0.003153
739,0.85,-0.85,1.0,1459.71,540.29,-0.008357,0.042809,0.995567,0.003153
740,0.63,-0.63,1.0,1459.87,540.13,-0.008357,0.042809,0.995567,0.003153
741,-0.71,0.71,1.0,1460.03,539.97,-0.008357,0.042809,0.995567,0.003153
742,0.65,-0.65,1.0,1460.19,539.81,-0.008357,0.042809,0.995567,0.003153
743,0.15,-0.15,1.0,1460.35,539.65,-0.008357,0.042809,0.995567,0.003153
744,-0.04,0.04,1.0,1460.51,539.49,-0.008357,0.042809,0.995567,0.003153
745,0.7,-0.7,1.0,1460.67,539.33,-0.008357,0.042809,0.995567,0.003153
746,-0.27,0.27,1.0,1460.82,539.18,-0.008357,0.042809,0.995567,0.003153
747,-0.33,0.33,1.0,1460.98,539.02,-0.008357,0.042809,0.995567,0.003153
748,0.07,-0.07,1.0,1461.14,538.86,-0.008357,0.042809,0.995567,0.003153
749,0.59,-0.59,1.0,1461.3,538.7,-0.008357,0.042809,0.995567,0.003153
750,0.15,-0.15,1.0,1461.45,538.55,-0.008357,0.042809,0.995567,0.003153
751,0.53,-0.53,1.0,1461.61,538.39,-0.008357,0.042809,0.995567,0.003153
752,0.59,-0.59,1.0,1461.77,538.23,-0.008357,0.042809,0.995567,0.003153
753,0.87,-0.87,1.0,1461.92,538.08,-0.008357,0.042809,0.995567,0.003153
754,0.2,-0.2,1.0,1462.08,537.92,-0.00856,0.043788,0.928642,0.002662
755,-2.0,2.0,0.95,1446.24,553.76,-0.00856,0.043788,0.928642,0.002662
756,0.46,-0.46,0.95,1446.42,553.58,-0.00856,0.043788,0.928642,0.002662
757,0.55,-0.55,0.95,1446.61,553.39,-0.00856,0.043788,0.928642,0.002662
758,0.76,-0.76,0.95,1446.8,553.2,-0.00856,0.043788,0.928642,0.002662
759,-0.88,0.88,0.95,1446.98,553.02,-0.00856,0.043788,0.928642,0.002662
760,-0.17,0.17,0.95,1447.17,552.83,-0.00856,0.043788,0.928642,0.002662
761,-2.0,2.0,0.9,1431.35,568.65,-0.00856,0.043788,0.928642,0.002662
762,0.58,-0.58,0.9,1431.57,568.43,-0.00856,0.043788,0.928642,0.002662
763,0.41,-0.41,0.9,1431.79,568.21,-0.00856,0.043788,0.928642,0.002662
764,0.72,-0.72,0.9,1432.01,567.99,-0.00856,0.043788,0.928642,0.002662
765,0.81,-0.81,0.9,1432.23,567.77,-0.00856,0.043788,0.928642,0.002662
766,0.26,-0.26,0.9,1432.45,567.55,-0.00856,0.043788,0.928642,0.002662
767,0.05,-0.05,0.9,1432.67,567.33,-0.00856,0.043788,0.928642,0.002662
768,0.27,-0.27,0.9,1432.89,567.11,-0.00856,0.043788,0.928642,0.002662
769,0.26,-0.26,0.9,1433.11,566.89,-0.00856,0.043788,0.928642,0.002662
770,0.75,-0.75,0.9,1433.32,566.68,-0.00856,0.043788,0.928642,0.002662
771,0.56,-0.56,0.9,1433.54,566.46,-0.00856,0.043788,0.928642,0.002662
772,0.13,-0.13,0.9,1433.76,566.24,-0.00856,0.043788,0.928642,0.002662
773,-0.25,0.25,0.9,1433.97,566.03,-0.00856,0.043788,0.928642,0.002662
774,0.88,-0.88,0.9,1434.19,565.81,-0.00856,0.043788,0.928642,0.002662
775,0.63,-0.63,0.95,1434.4,565.6,-0.00856,0.043788,0.928642,0.002662
776,-0.02,0.02,0.95,1434.62,565.38,-0.00856,0.043788,0.928642,0.002662
777,0.51,-0.51,0.95,1434.83,565.17,-0.00856,0.043788,0.928642,0.002662
778,0.7,-0.7,0.95,1435.04,564.96,-0.00856,0.043788,0.928642,0.002662
779,0.73,-0.73,0.95,1435.25,564.75,-0.00856,0.043788,0.928642,0.002662
780,0.55,-0.55,0.95,1435.47,564.53,-0.00856,0.043788,0.928642,0.002662
781,0.31,-0.31,1.0,1435.68,564.32,-0.00856,0.043788,0.928642,0.002662
782,0.79,-0.79,1.0,1435.89,564.11,-0.00856,0.043788,0.928642,0.002662
783,-0.52,0.52,1.0,1436.1,563.9,-0.007291,0.045058,0.877931,0.002216
784,0.97,-0.97,1.0,1436.31,563.69,-0.007291,0.045058,0.877931,0.002216
785,-0.65,0.65,1.0,1436.52,563.48,-0.007291,0.045058,0.877931,0.002216
786,-0.34,0.34,1.0,1436.73,563.27,-0.007291,0.045058,0.877931,0.002216
787,-0.86,0.86,1.0,1436.93,563.07,-0.007291,0.045058,0.877931,0.002216
788,0.46,-0.46,1.0,1437.14,562.86,-0.007291,0.045058,0.877931,0.002216
789,0.55,-0.55,1.0,1437.35,562.65,-0.007291,0.045058,0.877931,0.002216
790,-0.02,0.02,1.0,1437.56,562.44,-0.007291,0.045058,0.877931,0.002216
791,0.41,-0.41,1.0,1437.76,562.24,-0.007291,0.045058,0.877931,0.002216
792,0.44,-0.44,1.0,1437.97,562.03,-0.007291,0.045058,0.877931,0.002216
793,0.81,-0.81,1.0,1438.17,561.83,-0.007291,0.045058,0.877931,0.002216
794,-0.88,0.88,1.0,1438.38,561.62,-0.007291,0.045058,0.877931,0.002216
795,0.44,-0.44,1.0,1438.58,561.42,-0.007291,0.045058,0.877931,0.002216
796,0.91,-0.91,1.0,1438.79,561.21,-0.007291,0.045058,0.877931,0.002216
797,0.08,-0.08,1.0,1438.99,561.01,-0.007291,0.045058,0.877931,0.002216
798,0.25,-0.25,1.0,1439.19,560.81,-0.007291,0.045058,0.877931,0.002216
799,-2.0,2.0,0.95,1423.4,576.6,-0.007291,0.045058,0.877931,0.002216
800,0.78,-0.78,0.95,1423.64,576.36,-0.007291,0.045058,0.877931,0.002216
801,0.76,-0.76,0.95,1423.88,576.12,-0.007291,0.045058,0.877931,0.002216
802,0.62,-0.62,0.95,1424.12,575.88,-0.007291,0.045058,0.877931,0.002216
803,0.88,-0.88,0.95,1424.36,575.64,-0.007291,0.045058,0.877931,0.002216
804,0.93,-0.93,0.95,1424.6,575.4,-0.007291,0.045058,0.877931,0.002216
805,0.39,-0.39,0.95,1424.84,575.16,-0.007291,0.045058,0.877931,0.002216
806,0.56,-0.56,0.95,1425.08,574.92,-0.007291,0.045058,0.877931,0.002216
807,-0.02,0.02,0.95,1425.32,574.68,-0.007291,0.045058,0.877931,0.002216
808,-0.99,0.99,0.95,1425.56,574.44,-0.005657,0.045916,0.87949,0.001937
809,-0.01,0.01,0.95,1425.79,574.21,-0.005657,0.045916,0.87949,0.001937
810,0.79,-0.79,0.95,1426.03,573.97,-0.005657,0.045916,0.87949,0.001937
811,0.07,-0.07,0.95,1426.26,573.74,-0.005657,0.045916,0.87949,0.001937
812,0.7,-0.7,0.95,1426.5,573.5,-0.005657,0.045916,0.87949,0.001937
813,0.71,-0.71,0.95,1426.73,573.27,-0.005657,0.045916,0.87949,0.001937
814,-0.46,0.46,0.95,1426.97,573.03,-0.005657,0.045916,0.87949,0.001937
815,0.73,-0.73,0.95,1427.2,572.8,-0.005657,0.045916,0.87949,0.001937
816,-0.8,0.8,0.95,1427.43,572.57,-0.005657,0.045916,0.87949,0.001937
817,-0.51,0.51,0.95,1427.66,572.34,-0.005657,0.045916,0.87949,0.001937
818,0.79,-0.79,0.95,1427.89,572.11,-0.005657,0.045916,0.87949,0.001937
819,0.64,-0.64,1.0,1428.12,571.88,-0.005657,0.045916,0.87949,0.001937
820,0.62,-0.62,1.0,1428.35,571.65,-0.005657,0.045916,0.87949,0.001937
821,0.78,-0.78,1.0,1428.58,571.42,-0.005657,0.045916,0.87949,0.001937
822,0.73,-0.73,1.0,1428.81,571.19,-0.005657,0.045916,0.87949,0.001937
823,0.93,-0.93,1.0,1429.04,570.96,-0.005657,0.045916,0.87949,0.001937
824,0.79,-0.79,1.0,1429.27,570.73,-0.005657,0.045916,0.87949,0.001937
825,0.79,-0.79,1.0,1429.49,570.51,-0.005657,0.045916,0.87949,0.001937
826,-0.52,0.52,1.0,1429.72,570.28,-0.005657,0.045916,0.87949,0.001937
827,0.97,-0.97,1.0,1429.95,570.05,-0.005657,0.045916,0.87949,0.001937
828,-2.0,2.0,0.95,1414.17,585.83,-0.005657,0.045916,0.87949,0.001937
829,-0.18,0.18,0.95,1414.44,585.56,-0.005657,0.045916,0.87949,0.001937
830,0.5,-0.5,0.95,1414.71,585.29,-0.005657,0.045916,0.87949,0.001937
831,0.71,-0.71,0.95,1414.98,585.02,-0.005657,0.045916,0.87949,0.001937
832,0.17,-0.17,0.95,1415.24,584.76,-0.005657,0.045916,0.87949,0.001937
833,0.82,-0.82,0.95,1415.51,584.49,-0.005657,0.045916,0.87949,0.001937
834,0.85,-0.85,0.95,1415.78,584.22,-0.005657,0.045916,0.87949,0.001937
835,-0.54,0.54,0.95,1416.04,583.96,-0.005657,0.045916,0.87949,0.001937
836,0.25,-0.25,0.95,1416.3,583.7,-0.005657,0.045916,0.87949,0.001937
837,0.67,-0.67,0.95,1416.57,583.43,-0.005657,0.045916,0.87949,0.001937
838,-0.72,0.72,0.95,1416.83,583.17,-0.003994,0.061216,0.8259,0.001723
839,-0.75,0.75,0.95,1417.09,582.91,-0.003994,0.061216,0.8259,0.001723
840,0.87,-0.87,0.95,1417.35,582.65,-0.003994,0.061216,0.8259,0.001723
841,0.82,-0.82,0.95,1417.61,582.39,-0.003994,0.061216,0.8259,0.001723
842,0.26,-0.26,0.95,1417.87,582.13,-0.003994,0.061216,0.8259,0.001723
843,0.41,-0.41,0.95,1418.13,581.87,-0.003994,0.061216,0.8259,0.001723
844,0.98,-0.98,0.95,1418.39,581.61,-0.003994,0.061216,0.8259,0.001723
845,-2.0,2.0,0.9,1402.64,597.36,-0.003994,0.061216,0.8259,0.001723
846,-2.0,2.0,0.85,1386.95,613.05,-0.003994,0.061216,0.8259,0.001723
847,-0.29,0.29,0.85,1387.32,612.68,-0.003994,0.061216,0.8259,0.001723
848,0.18,-0.18,0.9,1387.69,612.31,-0.003994,0.061216,0.8259,0.001723
849,0.68,-0.68,0.9,1388.05,611.95,-0.003994,0.061216,0.8259,0.001723
850,0.69,-0.69,0.9,1388.41,611.59,-0.003994,0.061216,0.8259,0.001723
851,0.67,-0.67,0.9,1388.77,611.23,-0.003994,0.061216,0.8259,0.001723
852,0.78,-0.78,0.9,1389.13,610.87,-0.003994,0.061216,0.8259,0.001723
853,0.15,-0.15,0.9,1389.49,610.51,-0.003994,0.061216,0.8259,0.001723
854,-0.11,0.11,0.9,1389.85,610.15,-0.003994,0.061216,0.8259,0.001723
855,0.07,-0.07,0.9,1390.21,609.79,-0.003994,0.061216,0.8259,0.001723
856,-0.28,0.28,0.9,1390.56,609.44,-0.003994,0.061216,0.8259,0.001723
857,0.99,-0.99,0.9,1390.91,609.09,-0.003994,0.061216,0.8259,0.001723
858,-0.04,0.04,0.9,1391.26,608.74,-0.003994,0.061216,0.8259,0.001723
859,0.89,-0.89,0.9,1391.61,608.39,-0.003994,0.061216,0.8259,0.001723
860,-0.0,0.0,0.9,1391.96,608.04,-0.003994,0.061216,0.8259,0.001723
861,0.26,-0.26,0.9,1392.31,607.69,-0.003994,0.061216,0.8259,0.001723
862,-0.38,0.38,0.9,1392.66,607.34,-0.003994,0.061216,0.8259,0.001723
863,0.75,-0.75,0.9,1393.0,607.0,-0.00504,0.054334,0.694389,0.001346
864,0.96,-0.96,0.9,1393.34,606.66,-0.00504,0.054334,0.694389,0.001346
865,0.66,-0.66,0.95,1393.69,606.31,-0.00504,0.054334,0.694389,0.001346
866,-2.0,2.0,0.95,1378.03,621.97,-0.00504,0.054334,0.694389,0.001346
867,-0.19,0.19,0.95,1378.43,621.57,-0.00504,0.054334,0.694389,0.001346
868,-2.0,2.0,0.9,1362.84,637.16,-0.00504,0.054334,0.694389,0.001346
869,-0.07,0.07,0.9,1363.32,636.68,-0.00504,0.054334,0.694389,0.001346
870,-0.37,0.37,0.9,1363.8,636.2,-0.00504,0.054334,0.694389,0.001346
871,-2.0,2.0,0.85,1348.28,651.72,-0.00504,0.054334,0.694389,0.001346
872,0.06,-0.06,0.85,1348.85,651.15,-0.00504,0.054334,0.694389,0.001346
873,0.38,-0.38,0.85,1349.42,650.58,-0.00504,0.054334,0.694389,0.001346
874,0.56,-0.56,0.85,1349.98,650.02,-0.00504,0.054334,0.694389,0.001346
875,0.76,-0.76,0.85,1350.54,649.46,-0.00504,0.054334,0.694389,0.001346
876,0.06,-0.06,0.85,1351.09,648.91,-0.00504,0.054334,0.694389,0.001346
877,0.79,-0.79,0.85,1351.65,648.35,-0.00504,0.054334,0.694389,0.001346
878,0.66,-0.66,0.85,1352.2,647.8,-0.00504,0.054334,0.694389,0.001346
879,0.48,-0.48,0.85,1352.74,647.26,-0.00504,0.054334,0.694389,0.001346
880,0.44,-0.44,0.85,1353.28,646.72,-0.00504,0.054334,0.694389,0.001346
881,-2.0,2.0,0.8,1337.82,662.18,-0.00504,0.054334,0.694389,0.001346
882,-2.0,2.0,0.75,1322.46,677.54,-0.00504,0.054334,0.694389,0.001346
883,0.77,-0.77,0.75,1323.23,676.77,-0.00504,0.054334,0.694389,0.001346
884,-2.0,2.0,0.7,1307.98,692.02,-0.00547,0.049118,0.714015,0.001239
885,-2.0,2.0,0.65,1292.88,707.12,-0.00547,0.049118,0.714015,0.001239
886,0.35,-0.35,0.7,1293.94,706.06,-0.00547,0.049118,0.714015,0.001239
887,0.08,-0.08,0.7,1294.99,705.01,-0.00547,0.049118,0.714015,0.001239
888,0.15,-0.15,0.75,1296.03,703.97,-0.00547,0.049118,0.714015,0.001239
889,-2.0,2.0,0.7,1281.05,718.95,-0.00547,0.049118,0.714015,0.001239
890,-0.28,0.28,0.7,1282.26,717.74,-0.00547,0.049118,0.714015,0.001239
891,0.23,-0.23,0.75,1283.46,716.54,-0.00547,0.049118,0.714015,0.001239
892,0.37,-0.37,0.75,1284.64,715.36,-0.00547,0.049118,0.714015,0.001239
893,-0.0,0.0,0.75,1285.8,714.2,-0.00547,0.049118,0.714015,0.001239
894,-2.0,2.0,0.7,1270.95,729.05,-0.00547,0.049118,0.714015,0.001239
895,0.53,-0.53,0.7,1272.3,727.7,-0.00547,0.049118,0.714015,0.001239
896,0.92,-0.92,0.7,1273.64,726.36,-0.00547,0.049118,0.714015,0.001239
897,0.96,-0.96,0.7,1274.95,725.05,-0.00547,0.049118,0.714015,0.001239
898,-2.0,2.0,0.65,1260.25,739.75,-0.00547,0.049118,0.714015,0.001239
899,-2.0,2.0,0.6,1245.77,754.23,-0.00547,0.049118,0.714015,0.001239
900,-0.6,0.6,0.6,1247.56,752.44,-0.00547,0.049118,0.714015,0.001239
901,0.15,-0.15,0.65,1249.31,750.69,-0.00547,0.049118,0.714015,0.001239
902,0.48,-0.48,0.7,1251.02,748.98,-0.004525,0.044724,0.658169,0.001033
903,-0.92,0.92,0.7,1252.71,747.29,-0.004525,0.044724,0.658169,0.001033
904,-2.0,2.0,0.7,1238.36,761.64,-0.004525,0.044724,0.658169,0.001033
905,1.0,-1.0,0.75,1240.29,759.71,-0.004525,0.044724,0.658169,0.001033
906,-0.19,0.19,0.75,1242.19,757.81,-0.004525,0.044724,0.658169,0.001033
907,0.74,-0.74,0.75,1244.04,755.96,-0.004525,0.044724,0.658169,0.001033
908,-0.92,0.92,0.75,1245.86,754.14,-0.004525,0.044724,0.658169,0.001033
909,-0.92,0.92,0.8,1247.64,752.36,-0.004525,0.044724,0.658169,0.001033
910,-0.8,0.8,0.8,1249.39,750.61,-0.004525,0.044724,0.658169,0.001033
911,-2.0,2.0,0.75,1235.11,764.89,-0.004525,0.044724,0.658169,0.001033
912,-0.62,0.62,0.75,1237.11,762.89,-0.004525,0.044724,0.658169,0.001033
913,-2.0,2.0,0.7,1223.07,776.93,-0.004525,0.044724,0.658169,0.001033
914,0.34,-0.34,0.75,1225.35,774.65,-0.004525,0.044724,0.658169,0.001033
915,0.1,-0.1,0.75,1227.57,772.43,-0.004525,0.044724,0.658169,0.001033
916,0.46,-0.46,0.75,1229.74,770.26,-0.004525,0.044724,0.658169,0.001033
917,0.82,-0.82,0.75,1231.86,768.14,-0.004525,0.044724,0.658169,0.001033
918,-2.0,2.0,0.75,1217.94,782.06,-0.005327,0.053004,0.715306,0.000986
919,-0.86,0.86,0.8,1220.34,779.66,-0.005327,0.053004,0.715306,0.000986
920,-0.33,0.33,0.8,1222.69,777.31,-0.005327,0.053004,0.715306,0.000986
921,0.01,-0.01,0.8,1224.98,775.02,-0.005327,0.053004,0.715306,0.000986
922,0.53,-0.53,0.8,1227.21,772.79,-0.005327,0.053004,0.715306,0.000986
923,-2.0,2.0,0.75,1213.39,786.61,-0.005327,0.053004,0.715306,0.000986
924,-2.0,2.0,0.75,1199.92,800.08,-0.005327,0.053004,0.715306,0.000986
925,-2.0,2.0,0.7,1186.83,813.17,-0.005327,0.053004,0.715306,0.000986
926,-2.0,2.0,0.65,1174.16,825.84,-0.005327,0.053004,0.715306,0.000986
927,-2.0,2.0,0.6,1161.96,838.04,-0.005327,0.053004,0.715306,0.000986
928,-2.0,2.0,0.55,1150.26,849.74,-0.005327,0.053004,0.715306,0.000986
929,-0.78,0.78,0.55,1155.07,844.93,-0.005327,0.053004,0.715306,0.000986
930,-2.0,2.0,0.5,1143.67,856.33,-0.004321,0.028642,0.582162,0.000646
931,0.87,-0.87,0.55,1148.81,851.19,-0.004321,0.028642,0.582162,0.000646
932,0.87,-0.87,0.55,1153.7,846.3,-0.004321,0.028642,0.582162,0.000646
933,-2.0,2.0,0.55,1142.36,857.64,-0.004321,0.028642,0.582162,0.000646
934,-2.0,2.0,0.5,1131.56,868.44,-0.004321,0.028642,0.582162,0.000646
935,0.79,-0.79,0.5,1137.33,862.67,-0.004321,0.028642,0.582162,0.000646
936,-2.0,2.0,0.45,1126.79,873.21,-0.004321,0.028642,0.582162,0.000646
937,-2.0,2.0,0.4,1116.82,883.18,-0.004321,0.028642,0.582162,0.000646
938,0.01,-0.01,0.45,1123.44,876.56,-0.004321,0.028642,0.582162,0.000646
939,-0.51,0.51,0.45,1129.66,870.34,-0.004321,0.028642,0.582162,0.000646
940,-2.0,2.0,0.4,1119.53,880.47,-0.004321,0.028642,0.582162,0.000646
941,-0.33,0.33,0.4,1125.98,874.02,-0.004321,0.028642,0.582162,0.000646
942,0.35,-0.35,0.4,1132.06,867.94,-0.004321,0.028642,0.582162,0.000646
943,-0.11,0.11,0.45,1137.8,862.2,-0.004321,0.028642,0.582162,0.000646
944,-0.35,0.35,0.5,1143.24,856.76,-0.004321,0.028642,0.582162,0.000646
945,-2.0,2.0,0.5,1132.4,867.6,-0.004321,0.028642,0.582162,0.000646
946,-2.0,2.0,0.5,1122.12,877.88,-0.005943,0.048295,0.723123,0.000793
947,-0.39,0.39,0.55,1128.42,871.58,-0.005943,0.048295,0.723123,0.000793
948,-0.97,0.97,0.6,1134.36,865.64,-0.005943,0.048295,0.723123,0.000793
949,-2.0,2.0,0.55,1123.98,876.02,-0.005943,0.048295,0.723123,0.000793
950,-2.0,2.0,0.55,1114.17,885.83,-0.005943,0.048295,0.723123,0.000793
951,-0.6,0.6,0.55,1120.95,879.05,-0.005943,0.048295,0.723123,0.000793
952,-2.0,2.0,0.5,1111.31,888.69,-0.005943,0.048295,0.723123,0.000793
953,0.47,-0.47,0.55,1118.27,881.73,-0.005943,0.048295,0.723123,0.000793
954,-0.39,0.39,0.6,1124.8,875.2,-0.005943,0.048295,0.723123,0.000793
955,-0.01,0.01,0.6,1130.94,869.06,-0.005943,0.048295,0.723123,0.000793
956,0.11,-0.11,0.65,1136.74,863.26,-0.005943,0.048295,0.723123,0.000793
957,-2.0,2.0,0.65,1126.23,873.77,-0.005943,0.048295,0.723123,0.000793
958,-2.0,2.0,0.6,1116.3,883.7,-0.002532,0.046267,0.640564,0.000687
959,-2.0,2.0,0.55,1106.94,893.06,-0.002532,0.046267,0.640564,0.000687
960,0.24,-0.24,0.6,1114.17,885.83,-0.002532,0.046267,0.640564,0.000687
961,-2.0,2.0,0.55,1104.95,895.05,-0.002532,0.046267,0.640564,0.000687
962,0.51,-0.51,0.55,1112.31,887.69,-0.002532,0.046267,0.640564,0.000687
963,-2.0,2.0,0.5,1103.2,896.8,-0.002532,0.046267,0.640564,0.000687
964,0.38,-0.38,0.5,1110.68,889.32,-0.002532,0.046267,0.640564,0.000687
965,-2.0,2.0,0.5,1101.67,898.33,-0.002532,0.046267,0.640564,0.000687
966,0.35,-0.35,0.55,1109.25,890.75,-0.002532,0.046267,0.640564,0.000687
967,0.92,-0.92,0.55,1116.33,883.67,-0.002532,0.046267,0.640564,0.000687
968,-2.0,2.0,0.5,1106.97,893.03,-0.002532,0.046267,0.640564,0.000687
969,-2.0,2.0,0.5,1098.2,901.8,-0.002532,0.046267,0.640564,0.000687
970,-2.0,2.0,0.5,1090.01,909.99,-0.002532,0.046267,0.640564,0.000687
971,-2.0,2.0,0.45,1082.39,917.61,-0.002532,0.046267,0.640564,0.000687
972,0.5,-0.5,0.5,1091.33,908.67,-0.002532,0.046267,0.640564,0.000687
973,-2.0,2.0,0.45,1083.61,916.39,-0.003552,0.039538,0.590587,0.000626
974,-0.8,0.8,0.45,1092.46,907.54,-0.003552,0.039538,0.590587,0.000626
975,-2.0,2.0,0.4,1084.66,915.34,-0.003552,0.039538,0.590587,0.000626
976,-2.0,2.0,0.35,1077.43,922.57,-0.003552,0.039538,0.590587,0.000626
977,-2.0,2.0,0.35,1070.73,929.27,-0.003552,0.039538,0.590587,0.000626
978,-2.0,2.0,0.35,1064.56,935.44,-0.003552,0.039538,0.590587,0.000626
979,-0.08,0.08,0.4,1074.87,925.13,-0.003552,0.039538,0.590587,0.000626
980,-2.0,2.0,0.35,1068.37,931.63,-0.003552,0.039538,0.590587,0.000626
981,-0.33,0.33,0.4,1078.38,921.62,-0.003552,0.039538,0.590587,0.000626
982,-2.0,2.0,0.35,1071.61,928.39,-0.003552,0.039538,0.590587,0.000626
983,0.46,-0.46,0.4,1081.37,918.63,-0.003552,0.039538,0.590587,0.000626
984,-2.0,2.0,0.35,1074.38,925.62,-0.003552,0.039538,0.590587,0.000626
985,-2.0,2.0,0.35,1067.92,932.08,-0.002525,0.032127,0.578519,0.000539
986,0.2,-0.2,0.35,1077.96,922.04,-0.002525,0.032127,0.578519,0.000539
987,-2.0,2.0,0.3,1071.23,928.77,-0.002525,0.032127,0.578519,0.000539
988,0.28,-0.28,0.35,1081.01,918.99,-0.002525,0.032127,0.578519,0.000539
989,-2.0,2.0,0.35,1074.05,925.95,-0.002525,0.032127,0.578519,0.000539
990,0.97,-0.97,0.4,1083.61,916.39,-0.002525,0.032127,0.578519,0.000539
991,-0.97,0.97,0.45,1092.46,907.54,-0.002525,0.032127,0.578519,0.000539
992,-2.0,2.0,0.4,1084.66,915.34,-0.002525,0.032127,0.578519,0.000539
993,-0.23,0.23,0.45,1093.43,906.57,-0.002525,0.032127,0.578519,0.000539
994,-0.85,0.85,0.45,1101.57,898.43,-0.002525,0.032127,0.578519,0.000539
995,0.17,-0.17,0.5,1109.15,890.85,-0.002525,0.032127,0.578519,0.000539
996,0.27,-0.27,0.55,1116.24,883.76,-0.002525,0.032127,0.578519,0.000539
997,-0.28,0.28,0.6,1122.89,877.11,-0.002525,0.032127,0.578519,0.000539
998,-2.0,2.0,0.6,1113.15,886.85,-0.002525,0.032127,0.578519,0.000539
999,-0.32,0.32,0.6,1119.98,880.02,-0.002525,0.032127,0.578519,0.000539
1000,-2.0,2.0,0.6,1110.41,889.59,-0.003696,0.0622,0.497234,0.000524
1001,-2.0,2.0,0.55,1101.42,898.58,-0.003696,0.0622,0.497234,0.000524
1002,-2.0,2.0,0.55,1093.01,906.99,-0.003696,0.0622,0.497234,0.000524
1003,-2.0,2.0,0.5,1085.18,914.82,-0.003696,0.0622,0.497234,0.000524
1004,0.24,-0.24,0.55,1093.91,906.09,-0.003696,0.0622,0.497234,0.000524
1005,-2.0,2.0,0.55,1086.01,913.99,-0.003696,0.0622,0.497234,0.000524
1006,0.26,-0.26,0.55,1094.68,905.32,-0.003696,0.0622,0.497234,0.000524
1007,-2.0,2.0,0.55,1086.73,913.27,-0.003696,0.0622,0.497234,0.000524
1008,-0.99,0.99,0.55,1095.35,904.65,-0.003696,0.0622,0.497234,0.000524
1009,-0.89,0.89,0.6,1103.35,896.65,-0.003696,0.0622,0.497234,0.000524
1010,-2.0,2.0,0.55,1094.82,905.18,-0.003696,0.0622,0.497234,0.000524
1011,0.02,-0.02,0.55,1102.86,897.14,-0.003696,0.0622,0.497234,0.000524
1012,-2.0,2.0,0.55,1094.36,905.64,-0.002937,0.037712,0.512555,0.000491
1013,-2.0,2.0,0.5,1086.43,913.57,-0.002937,0.037712,0.512555,0.000491
1014,-2.0,2.0,0.45,1079.07,920.93,-0.002937,0.037712,0.512555,0.000491
1015,0.93,-0.93,0.45,1088.25,911.75,-0.002937,0.037712,0.512555,0.000491
1016,-0.98,0.98,0.45,1096.76,903.24,-0.002937,0.037712,0.512555,0.000491
1017,-0.61,0.61,0.45,1104.66,895.34,-0.002937,0.037712,0.512555,0.000491
1018,-2.0,2.0,0.45,1096.04,903.96,-0.002937,0.037712,0.512555,0.000491
1019,-0.34,0.34,0.45,1104.0,896.0,-0.002937,0.037712,0.512555,0.000491
1020,-2.0,2.0,0.45,1095.42,904.58,-0.002937,0.037712,0.512555,0.000491
1021,-2.0,2.0,0.45,1087.42,912.58,-0.002937,0.037712,0.512555,0.000491
1022,-0.71,0.71,0.5,1095.99,904.01,-0.002937,0.037712,0.512555,0.000491
1023,-2.0,2.0,0.5,1087.95,912.05,-0.002937,0.037712,0.512555,0.000491
1024,-0.68,0.68,0.5,1096.48,903.52,-0.0017,0.036625,0.446869,0.00037
1025,-2.0,2.0,0.5,1088.4,911.6,-0.0017,0.036625,0.446869,0.00037
1026,-2.0,2.0,0.45,1080.9,919.1,-0.0017,0.036625,0.446869,0.00037
1027,-2.0,2.0,0.45,1073.94,926.06,-0.0017,0.036625,0.446869,0.00037
1028,0.42,-0.42,0.45,1083.52,916.48,-0.0017,0.036625,0.446869,0.00037
1029,-0.16,0.16,0.45,1092.37,907.63,-0.0017,0.036625,0.446869,0.00037
1030,-0.37,0.37,0.5,1100.58,899.42,-0.0017,0.036625,0.446869,0.00037
1031,-2.0,2.0,0.45,1092.23,907.77,-0.0017,0.036625,0.446869,0.00037
1032,-2.0,2.0,0.45,1084.45,915.55,-0.0017,0.036625,0.446869,0.00037
1033,-2.0,2.0,0.45,1077.23,922.77,-0.0017,0.036625,0.446869,0.00037
1034,-0.68,0.68,0.5,1086.55,913.45,-0.0017,0.036625,0.446869,0.00037
1035,0.14,-0.14,0.5,1095.18,904.82,-0.0017,0.036625,0.446869,0.00037
